Tag_Tuple,Tag1_Count,Tag2_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Books', 'NPC Trainers')",1045,264,0.007406,0.001871,0.000602,0.009277
"('Magic - Enchantments', 'Utilities for Modders')",1012,478,0.007172,0.003388,0.000128,0.01056
"('For female characters', ""Modder's Resource"")",4508,1367,0.03195,0.009689,0.001262,0.041639
"('Polish', 'Locations - Player-Owned')",544,1952,0.003856,0.013835,0.000241,0.01769
"('Quests', 'Dragonborn')",843,1519,0.005975,0.010766,0.000645,0.01674
"('Italian', 'Locations - Dungeons')",723,764,0.005124,0.005415,0.000184,0.010539
"('Nudity', 'NPCs')",336,3220,0.002381,0.022822,0.000425,0.025203
"('Birthsigns', 'Body models')",59,503,0.000418,0.003565,7.1e-05,0.003983
"('Russian', 'Books')",581,1045,0.004118,0.007406,0.000213,0.011524
"('Compilation', 'Gameplay Effects/Changes')",406,3718,0.002877,0.026351,0.000843,0.029229
"('Environment - Water', 'Clothing - Female')",301,1431,0.002133,0.010142,0.000177,0.012275
"('Armor - Shields', 'Items - Leveled')",1628,494,0.011538,0.003501,0.001042,0.01504
"('Other languages', 'Items - Leveled')",619,494,0.004387,0.003501,0.000128,0.007888
"('Locations - World Map', 'Weapons')",1159,3646,0.008214,0.025841,0.001722,0.034055
"('Environment - Other', 'Other languages')",1225,619,0.008682,0.004387,0.000326,0.013069
"('Lore-Friendly', 'Weapons')",8619,3646,0.061087,0.025841,0.009866,0.086927
"('Humor, Joke or Just for Fun', 'Nudity')",1282,336,0.009086,0.002381,0.000206,0.011467
"('Classes component', 'Hair')",169,398,0.001198,0.002821,0.000142,0.004019
"('Unrealistic', 'Non-Playable Resource')",1027,301,0.007279,0.002133,9.2e-05,0.009412
"('Not Lore-Friendly', 'Creatures')",2051,1103,0.014536,0.007817,0.000787,0.022354
"('Guilds / Factions', 'New Lands')",572,460,0.004054,0.00326,0.000588,0.007314
"('Related to horses', 'Cheating')",379,997,0.002686,0.007066,0.000198,0.009752
"('Nudity', 'Tutorials for Players')",336,204,0.002381,0.001446,1.4e-05,0.003827
"('Faction: Thieves Guild', 'Birthsigns')",251,59,0.001779,0.000418,4.3e-05,0.002197
"('ENB Preset', 'Animation - New')",76,269,0.000539,0.001907,7e-06,0.002445
"('Sexy/Skimpy', 'Items - Clutter')",1268,1230,0.008987,0.008718,0.000113,0.017704
"('For male characters', 'German')",3578,1083,0.025359,0.007676,0.000829,0.033034
"('Compilation', ""Modder's Resource"")",406,1367,0.002877,0.009689,0.000326,0.012566
"('For male characters', 'Locations - Buildings')",3578,1693,0.025359,0.011999,0.001269,0.037358
"('Sexy/Skimpy', 'Russian')",1268,581,0.008987,0.004118,0.00022,0.013105
"('Related to Movies/TV/Other Games', 'Video')",1019,253,0.007222,0.001793,0.000305,0.009015
"('Not Safe For Work', 'Magic - Potions')",284,576,0.002013,0.004082,5e-05,0.006095
"('Polish', 'Non-Playable Resource')",544,301,0.003856,0.002133,0.000106,0.005989
"('Locations - Caverns', 'Locations - World Map')",441,1159,0.003126,0.008214,0.00163,0.01134
"('Related to vampires', 'Tutorials for Players')",680,204,0.004819,0.001446,8.5e-05,0.006265
"('Russian', 'Non-Playable Resource')",581,301,0.004118,0.002133,0.00012,0.006251
"('Faction: Thieves Guild', 'Items - Leveled')",251,494,0.001779,0.003501,0.00012,0.00528
"('Related to vampires', 'Environment - Sky')",680,435,0.004819,0.003083,0.000128,0.007902
"('Related to horses', 'New textures')",379,4507,0.002686,0.031943,0.000765,0.034629
"('Classes component', 'Video')",169,253,0.001198,0.001793,9.9e-05,0.002991
"('Creatures - Rideable', 'Locations - World Map')",275,1159,0.001949,0.008214,0.000397,0.010163
"('Audio - Voices', 'NPCs')",494,3220,0.003501,0.022822,0.001538,0.026323
"('Compilation', 'Unbalanced')",406,934,0.002877,0.00662,0.000227,0.009497
"('Races - New', 'Anime')",438,715,0.003104,0.005068,0.000191,0.008172
"('Replacer', 'Locations - Dungeons')",3268,764,0.023162,0.005415,0.000489,0.028576
"('Environment - Weather', 'Polish')",342,544,0.002424,0.003856,0.000255,0.006279
"('Faction: Thieves Guild', 'Environment - Sky')",251,435,0.001779,0.003083,4.3e-05,0.004862
"('Russian', 'Tutorials for Modders')",581,221,0.004118,0.001566,7.1e-05,0.005684
"('Compilation', 'Locations - Dungeons')",406,764,0.002877,0.005415,0.000213,0.008292
"('Lighting', 'Items - Furniture')",760,706,0.005386,0.005004,0.000617,0.01039
"('Cheating', 'Not Safe For Work')",997,284,0.007066,0.002013,7.1e-05,0.009079
"('Clothing - Female', 'Creatures')",1431,1103,0.010142,0.007817,0.000489,0.01796
"('Replacer', 'Items - Clutter')",3268,1230,0.023162,0.008718,0.001595,0.031879
"('Chargen', 'Environment - Weather')",565,342,0.004004,0.002424,9.2e-05,0.006428
"('New textures', 'Locations - Caverns')",4507,441,0.031943,0.003126,0.000765,0.035069
"('Companions', 'Environment - Sky')",2791,435,0.019781,0.003083,0.000128,0.022864
"('Locations - Buildings', 'Tutorials for Players')",1693,204,0.011999,0.001446,8.5e-05,0.013445
"('French', 'Clothing - Male')",748,1051,0.005301,0.007449,0.000283,0.01275
"('Related to horses', 'Other languages')",379,619,0.002686,0.004387,0.000106,0.007073
"('Fair and balanced', 'Locations - Caverns')",7082,441,0.050193,0.003126,0.001552,0.053319
"('Plants / Foliage', ""Modder's Resource"")",452,1367,0.003204,0.009689,0.000312,0.012892
"('New textures', 'Items - Ingredients')",4507,748,0.031943,0.005301,0.001254,0.037244
"('Faction: Companions', 'Official')",281,244,0.001992,0.001729,0.000149,0.003721
"('Not Safe For Work', 'Utilities for Modders')",284,478,0.002013,0.003388,2.1e-05,0.005401
"('Russian', 'Clothing')",581,1782,0.004118,0.01263,0.000255,0.016748
"('Faction: College of Winterhold', 'For male characters')",221,3578,0.001566,0.025359,0.00034,0.026925
"('Guilds / Factions', 'Magic - Spells')",572,2019,0.004054,0.01431,0.000758,0.018364
"('Unrealistic', 'Armor - Shields')",1027,1628,0.007279,0.011538,0.000432,0.018817
"('Companions', 'Scripted Events')",2791,755,0.019781,0.005351,0.000964,0.025132
"('Faction: Companions', 'Items - Clutter')",281,1230,0.001992,0.008718,0.000135,0.010709
"('Lore-Friendly', 'NPCs')",8619,3220,0.061087,0.022822,0.01095,0.083908
"('Animation - Modified', 'NPC Trainers')",364,264,0.00258,0.001871,0.000113,0.004451
"('Gameplay Effects/Changes', 'Poses')",3718,122,0.026351,0.000865,0.000347,0.027216
"('Animation - New', 'Russian')",269,581,0.001907,0.004118,0.000135,0.006024
"('Clothing - Female', 'Clothing - Male')",1431,1051,0.010142,0.007449,0.005464,0.017591
"('Items - Furniture', 'Locations - Caverns')",706,441,0.005004,0.003126,0.000702,0.008129
"('Races - Modified', 'Humor, Joke or Just for Fun')",595,1282,0.004217,0.009086,0.000305,0.013303
"('Races - Modified', 'Clothing - Female')",595,1431,0.004217,0.010142,0.000354,0.014359
"('Unbalanced', 'Armor - Shields')",934,1628,0.00662,0.011538,0.000553,0.018158
"('Faction: Dark Brotherhood', 'Solstheim')",233,256,0.001651,0.001814,0.000106,0.003466
"('Companion Friendly', 'Poses')",3345,122,0.023707,0.000865,0.000319,0.024572
"('Faction: College of Winterhold', 'Magic - Spells')",221,2019,0.001566,0.01431,0.000361,0.015876
"('For female characters', 'Not Safe For Work')",4508,284,0.03195,0.002013,0.000936,0.033963
"('Poses', 'English')",122,12126,0.000865,0.085942,0.000496,0.086807
"('Not Lore-Friendly', 'Utilities for Players')",2051,947,0.014536,0.006712,0.000184,0.021248
"('ENB Preset', 'SKSE (Skyrim Script Extender)')",76,1199,0.000539,0.008498,7e-06,0.009036
"('Related to vampires', 'Items - Ingredients')",680,748,0.004819,0.005301,0.000227,0.010121
"('Solstheim', 'Environment - Other')",256,1225,0.001814,0.008682,0.000269,0.010496
"('Companion Friendly', 'Non-Playable Resource')",3345,301,0.023707,0.002133,0.000191,0.025841
"('Polish', 'Clothing - Female')",544,1431,0.003856,0.010142,0.000191,0.013998
"('Faction: Companions', 'Locations - Player-Owned')",281,1952,0.001992,0.013835,0.000191,0.015826
"('Chargen', 'NPCs')",565,3220,0.004004,0.022822,0.00078,0.026826
"('English', 'Items - Apparatus')",12126,449,0.085942,0.003182,0.002254,0.089124
"('Polish', 'Locations - Caverns')",544,441,0.003856,0.003126,0.000163,0.006981
"('Faction: College of Winterhold', 'Lighting')",221,760,0.001566,0.005386,7.1e-05,0.006953
"('Environment - Weather', ""Modder's Resource"")",342,1367,0.002424,0.009689,0.000269,0.012112
"('Lighting', 'Books')",760,1045,0.005386,0.007406,0.000503,0.012793
"('Related to Movies/TV/Other Games', 'Books')",1019,1045,0.007222,0.007406,0.00039,0.014628
"('Environment - Other', 'Not Lore-Friendly')",1225,2051,0.008682,0.014536,0.000347,0.023218
"('Faction: Thieves Guild', 'English')",251,12126,0.001779,0.085942,0.001141,0.087721
"('Magic - Potions', 'Tutorials for Modders')",576,221,0.004082,0.001566,5e-05,0.005649
"('Leveled Lists', 'Clothing')",516,1782,0.003657,0.01263,0.000716,0.016287
"('Unbalanced', 'Not Safe For Work')",934,284,0.00662,0.002013,0.000262,0.008632
"('Audio - Voices', 'Non-Playable Resource')",494,301,0.003501,0.002133,0.000106,0.005635
"('Video', 'Russian')",253,581,0.001793,0.004118,0.000142,0.005911
"('Classes component', 'Japanese')",169,417,0.001198,0.002955,3.5e-05,0.004153
"('Animation - New', 'Clothing - Female')",269,1431,0.001907,0.010142,0.000191,0.012049
"('Audio - Voices', 'Environment - Weather')",494,342,0.003501,0.002424,0.000191,0.005925
"('German', 'Items - Apparatus')",1083,449,0.007676,0.003182,0.00034,0.010858
"('Environment - Water', 'Japanese')",301,417,0.002133,0.002955,0.000142,0.005089
"('Environment - Other', 'Books')",1225,1045,0.008682,0.007406,0.000602,0.016088
"('Locations - Player-Owned', 'Magic - Spells')",1952,2019,0.013835,0.01431,0.001113,0.028144
"('Environment - Water', 'English')",301,12126,0.002133,0.085942,0.001304,0.088075
"('Audio - Music', 'SKSE (Skyrim Script Extender)')",429,1199,0.003041,0.008498,0.000206,0.011538
"('Audio - Music', 'Italian')",429,723,0.003041,0.005124,0.00017,0.008165
"('English', 'Tutorials for Players')",12126,204,0.085942,0.001446,0.00095,0.087388
"('Classes component', 'Not Safe For Work')",169,284,0.001198,0.002013,2.1e-05,0.003211
"('Cheating', 'SKSE (Skyrim Script Extender)')",997,1199,0.007066,0.008498,0.000276,0.015564
"('Chargen', 'Anime')",565,715,0.004004,0.005068,0.00017,0.009072
"('Czech', 'Locations - Dungeons')",195,764,0.001382,0.005415,0.000106,0.006797
"('Clothing - Male', 'Locations - World Map')",1051,1159,0.007449,0.008214,0.000659,0.015663
"('For female characters', 'Animation - New')",4508,269,0.03195,0.001907,0.000432,0.033857
"('Faction: Dark Brotherhood', 'Races - Modified')",233,595,0.001651,0.004217,7.1e-05,0.005868
"('Compilation', 'Lore-Friendly')",406,8619,0.002877,0.061087,0.001382,0.063964
"('Companions', 'Anime')",2791,715,0.019781,0.005068,0.000645,0.024849
"('New Lands', 'Races - Modified')",460,595,0.00326,0.004217,0.000198,0.007477
"('Polish', 'Tutorials for Modders')",544,221,0.003856,0.001566,5.7e-05,0.005422
"('Faction: College of Winterhold', 'Italian')",221,723,0.001566,0.005124,6.4e-05,0.006691
"('Related to Movies/TV/Other Games', 'Classes component')",1019,169,0.007222,0.001198,0.00017,0.00842
"('Clothing - Male', 'Magic - Enchantments')",1051,1012,0.007449,0.007172,0.001014,0.014621
"('Animation - Modified', 'Hearthfire')",364,967,0.00258,0.006854,7.8e-05,0.009433
"('French', 'Utilities for Players')",748,947,0.005301,0.006712,0.000404,0.012013
"('Faction: Dark Brotherhood', 'Nudity')",233,336,0.001651,0.002381,7e-06,0.004033
"('Related to Movies/TV/Other Games', 'Items - Leveled')",1019,494,0.007222,0.003501,0.000269,0.010723
"('Faction: Companions', 'Gameplay Effects/Changes')",281,3718,0.001992,0.026351,0.000383,0.028343
"('Poses', 'Italian')",122,723,0.000865,0.005124,5e-05,0.005989
"('Japanese', 'Items - Apparatus')",417,449,0.002955,0.003182,0.000113,0.006138
"('Related to horses', 'Items - Clutter')",379,1230,0.002686,0.008718,0.000326,0.011404
"('Items - Ingredients', 'Locations - Dungeons')",748,764,0.005301,0.005415,0.000744,0.010716
"('Quests', 'Humor, Joke or Just for Fun')",843,1282,0.005975,0.009086,0.000546,0.015061
"('For female characters', 'Other languages')",4508,619,0.03195,0.004387,0.000418,0.036337
"('Replacer', 'Items - Leveled')",3268,494,0.023162,0.003501,0.000425,0.026663
"('Related to horses', 'Anime')",379,715,0.002686,0.005068,9.2e-05,0.007754
"('Saved games', ""Modder's Resource"")",974,1367,0.006903,0.009689,0.000213,0.016592
"('New models', 'Clothing')",2261,1782,0.016025,0.01263,0.002495,0.028654
"('Leveled Lists', 'NPC Vendors')",516,973,0.003657,0.006896,0.000808,0.010553
"('Cheating', 'Saved games')",997,974,0.007066,0.006903,0.000283,0.013969
"('Tutorials for Players', 'Utilities for Modders')",204,478,0.001446,0.003388,0.000333,0.004834
"('Compilation', 'Magic - Potions')",406,576,0.002877,0.004082,0.000206,0.00696
"('Companion Friendly', 'Dragonborn')",3345,1519,0.023707,0.010766,0.002169,0.034473
"('Guilds / Factions', 'SKSE (Skyrim Script Extender)')",572,1199,0.004054,0.008498,0.000269,0.012552
"('Unbalanced', 'Sexy/Skimpy')",934,1268,0.00662,0.008987,0.000291,0.015607
"('German', 'Locations - Dungeons')",1083,764,0.007676,0.005415,0.000298,0.01309
"('Video', 'Not Safe For Work')",253,284,0.001793,0.002013,5e-05,0.003806
"('Italian', 'User Interface')",723,594,0.005124,0.00421,0.000184,0.009334
"('Audio - Music', 'NPC Vendors')",429,973,0.003041,0.006896,0.000397,0.009937
"('Faction: College of Winterhold', 'Polish')",221,544,0.001566,0.003856,3.5e-05,0.005422
"('Poses', 'Plants / Foliage')",122,452,0.000865,0.003204,7.8e-05,0.004068
"('Audio - Voices', 'User Interface')",494,594,0.003501,0.00421,9.2e-05,0.007711
"('Hair', 'Lore-Friendly')",398,8619,0.002821,0.061087,0.00124,0.063907
"('SKSE (Skyrim Script Extender)', 'Non-Playable Resource')",1199,301,0.008498,0.002133,9.9e-05,0.010631
"('Faction: College of Winterhold', 'Humor, Joke or Just for Fun')",221,1282,0.001566,0.009086,5.7e-05,0.010652
"('Related to horses', 'Clothing - Male')",379,1051,0.002686,0.007449,0.00022,0.010135
"('Books', 'Utilities for Players')",1045,947,0.007406,0.006712,0.000447,0.014118
"('Saved games', 'Clothing - Male')",974,1051,0.006903,0.007449,7.8e-05,0.014352
"('Tutorials for Players', 'User Interface')",204,594,0.001446,0.00421,0.000163,0.005656
"('French', 'Russian')",748,581,0.005301,0.004118,0.001921,0.009419
"('Official', 'Environment - Weather')",244,342,0.001729,0.002424,0.00017,0.004153
"('Companion Friendly', 'Italian')",3345,723,0.023707,0.005124,0.000574,0.028832
"('Companion Friendly', 'Items - Furniture')",3345,706,0.023707,0.005004,0.001262,0.028711
"('Not Lore-Friendly', 'Clothing')",2051,1782,0.014536,0.01263,0.001432,0.027166
"('Related to vampires', 'New Lands')",680,460,0.004819,0.00326,0.00022,0.00808
"('Poses', 'Magic - Spells')",122,2019,0.000865,0.01431,9.9e-05,0.015174
"('Humor, Joke or Just for Fun', 'Locations - World Map')",1282,1159,0.009086,0.008214,0.000461,0.0173
"('Official', 'Clothing - Male')",244,1051,0.001729,0.007449,0.000213,0.009178
"('Locations - Buildings', 'Tutorials for Modders')",1693,221,0.011999,0.001566,7.1e-05,0.013565
"('Italian', 'Magic - Spells')",723,2019,0.005124,0.01431,0.000255,0.019434
"('Environment - Sky', 'Hearthfire')",435,967,0.003083,0.006854,0.000106,0.009937
"('Saved games', 'Locations - Buildings')",974,1693,0.006903,0.011999,0.00012,0.018902
"('Clothing - Male', 'Locations - Caverns')",1051,441,0.007449,0.003126,0.000447,0.010574
"('Gameplay Effects/Changes', 'Plants / Foliage')",3718,452,0.026351,0.003204,0.000574,0.029555
"('Creatures - Rideable', 'Tutorials for Modders')",275,221,0.001949,0.001566,6.4e-05,0.003515
"('Animation - Modified', 'Anime')",364,715,0.00258,0.005068,0.000213,0.007647
"('Face models', 'Lore-Friendly')",771,8619,0.005464,0.061087,0.002112,0.066551
"('Solstheim', 'New Lands')",256,460,0.001814,0.00326,0.000128,0.005075
"('Chargen', 'Related to horses')",565,379,0.004004,0.002686,0.00017,0.006691
"('Lighting', 'Quests')",760,843,0.005386,0.005975,0.000354,0.011361
"('Not Lore-Friendly', 'German')",2051,1083,0.014536,0.007676,0.000177,0.022212
"('For female characters', 'For male characters')",4508,3578,0.03195,0.025359,0.019512,0.057309
"('Solstheim', ""Modder's Resource"")",256,1367,0.001814,0.009689,0.000135,0.011503
"('Performance Optimization', 'Replacer')",604,3268,0.004281,0.023162,0.000914,0.027443
"('Body models', 'Czech')",503,195,0.003565,0.001382,5.7e-05,0.004947
"('Fair and balanced', 'Audio - Music')",7082,429,0.050193,0.003041,0.000787,0.053234
"('Translation', 'English')",2103,12126,0.014905,0.085942,0.000432,0.100847
"('Weapons', 'User Interface')",3646,594,0.025841,0.00421,0.00022,0.030051
"('Environment - Other', 'Face models')",1225,771,0.008682,0.005464,0.000198,0.014146
"('Environment - Water', 'Leveled Lists')",301,516,0.002133,0.003657,0.00017,0.00579
"('Audio - Sound FX', 'Unrealistic')",587,1027,0.00416,0.007279,0.000298,0.011439
"('Items - Clutter', 'Tutorials for Players')",1230,204,0.008718,0.001446,0.000113,0.010163
"('Races - New', 'Unrealistic')",438,1027,0.003104,0.007279,0.000198,0.010383
"('Audio - Sound FX', 'Environment - Sky')",587,435,0.00416,0.003083,0.000283,0.007243
"('Czech', 'Locations - World Map')",195,1159,0.001382,0.008214,0.000149,0.009596
"('Chargen', 'SKSE (Skyrim Script Extender)')",565,1199,0.004004,0.008498,0.000794,0.012502
"('Audio - Sound FX', 'Creatures - Rideable')",587,275,0.00416,0.001949,0.000142,0.006109
"('Other languages', 'Utilities for Modders')",619,478,0.004387,0.003388,0.000177,0.007775
"('Unbalanced', 'Environment - Weather')",934,342,0.00662,0.002424,4.3e-05,0.009044
"('Environment - Water', 'Armor - Shields')",301,1628,0.002133,0.011538,0.000213,0.013672
"('Official', 'Nudity')",244,336,0.001729,0.002381,4.3e-05,0.004111
"('Unbalanced', 'Non-Playable Resource')",934,301,0.00662,0.002133,5e-05,0.008753
"('Compilation', 'Creatures')",406,1103,0.002877,0.007817,0.000361,0.010695
"('Items - Clutter', 'NPC Vendors')",1230,973,0.008718,0.006896,0.001276,0.015614
"('ENB Preset', 'Dragonborn')",76,1519,0.000539,0.010766,7e-06,0.011304
"('Environment - Water', 'Czech')",301,195,0.002133,0.001382,7.1e-05,0.003515
"('Nudity', 'German')",336,1083,0.002381,0.007676,7.8e-05,0.010057
"('Spanish', 'Dragonborn')",806,1519,0.005712,0.010766,0.000241,0.016478
"('Translation', 'Locations - Buildings')",2103,1693,0.014905,0.011999,0.000248,0.026904
"('Spanish', 'User Interface')",806,594,0.005712,0.00421,0.000248,0.009922
"('Compilation', 'New textures')",406,4507,0.002877,0.031943,0.000964,0.034821
"('Polish', 'Magic - Enchantments')",544,1012,0.003856,0.007172,0.00017,0.011028
"('Solstheim', 'Items - Ingredients')",256,748,0.001814,0.005301,0.000142,0.007116
"('Environment - Sky', 'Environment - Water')",435,301,0.003083,0.002133,0.001155,0.005216
"('Spanish', 'Items - Leveled')",806,494,0.005712,0.003501,0.000149,0.009214
"('Audio - Voices', 'Hair')",494,398,0.003501,0.002821,0.000163,0.006322
"('Faction: Dark Brotherhood', 'Saved games')",233,974,0.001651,0.006903,4.3e-05,0.008555
"('Audio - Sound FX', 'Translation')",587,2103,0.00416,0.014905,0.000113,0.019065
"('Replacer', 'Nudity')",3268,336,0.023162,0.002381,0.000291,0.025543
"('Scripted Events', 'NPCs')",755,3220,0.005351,0.022822,0.001779,0.028173
"('Scripted Events', 'Hearthfire')",755,967,0.005351,0.006854,0.000312,0.012205
"('For male characters', 'Magic - Potions')",3578,576,0.025359,0.004082,0.000638,0.029441
"('Environment - Sky', 'Not Lore-Friendly')",435,2051,0.003083,0.014536,0.00022,0.017619
"('Replacer', 'Audio - Music')",3268,429,0.023162,0.003041,0.000801,0.026202
"('Related to Movies/TV/Other Games', 'Clothing')",1019,1782,0.007222,0.01263,0.000872,0.019852
"('Environment - Sky', 'Not Safe For Work')",435,284,0.003083,0.002013,1.4e-05,0.005096
"('Related to horses', 'Hearthfire')",379,967,0.002686,0.006854,0.00017,0.00954
"('Cheating', 'Locations - Caverns')",997,441,0.007066,0.003126,0.000156,0.010192
"('New textures', 'NPC Vendors')",4507,973,0.031943,0.006896,0.001254,0.038839
"('Not Lore-Friendly', 'Tutorials for Players')",2051,204,0.014536,0.001446,2.1e-05,0.015982
"('Animation - New', 'Magic - Potions')",269,576,0.001907,0.004082,0.00017,0.005989
"('Animation - Modified', 'Birthsigns')",364,59,0.00258,0.000418,9.2e-05,0.002998
"('Body models', 'NPC Vendors')",503,973,0.003565,0.006896,0.000276,0.010461
"('Cheating', 'Locations - Player-Owned')",997,1952,0.007066,0.013835,0.000354,0.020901
"('Fair and balanced', 'NPC Vendors')",7082,973,0.050193,0.006896,0.003303,0.057089
"('Weapons', 'Dragonborn')",3646,1519,0.025841,0.010766,0.002034,0.036607
"('Compilation', 'Related to vampires')",406,680,0.002877,0.004819,0.000248,0.007697
"('Spanish', 'Books')",806,1045,0.005712,0.007406,0.000213,0.013119
"('Faction: Dark Brotherhood', 'Environment - Sky')",233,435,0.001651,0.003083,3.5e-05,0.004734
"('Hair', 'Russian')",398,581,0.002821,0.004118,9.9e-05,0.006939
"('New models', 'Creatures')",2261,1103,0.016025,0.007817,0.001304,0.023842
"('Lore-Friendly', ""Modder's Resource"")",8619,1367,0.061087,0.009689,0.003211,0.070775
"('Dawnguard', 'Hearthfire')",1800,967,0.012757,0.006854,0.003934,0.019611
"('Birthsigns', 'Saved games')",59,974,0.000418,0.006903,5.7e-05,0.007321
"('Audio - Voices', 'New textures')",494,4507,0.003501,0.031943,0.000695,0.035444
"('Compilation', 'Environment - Other')",406,1225,0.002877,0.008682,0.000361,0.01156
"('Books', 'Locations - Dungeons')",1045,764,0.007406,0.005415,0.001389,0.012821
"('Faction: Dark Brotherhood', 'Clothing - Male')",233,1051,0.001651,0.007449,0.000142,0.0091
"('Replacer', 'Clothing - Male')",3268,1051,0.023162,0.007449,0.00129,0.030611
"('For female characters', 'Creatures')",4508,1103,0.03195,0.007817,0.000709,0.039768
"('Sexy/Skimpy', 'Hearthfire')",1268,967,0.008987,0.006854,0.00012,0.01584
"('Official', 'Poses')",244,122,0.001729,0.000865,0.000163,0.002594
"('Other languages', 'Creatures')",619,1103,0.004387,0.007817,0.000198,0.012205
"('Compilation', 'Leveled Lists')",406,516,0.002877,0.003657,0.000404,0.006535
"('Spanish', 'Magic - Potions')",806,576,0.005712,0.004082,0.000184,0.009795
"('Animation - Modified', 'Not Lore-Friendly')",364,2051,0.00258,0.014536,0.00022,0.017116
"('Czech', 'English')",195,12126,0.001382,0.085942,0.001049,0.087324
"('Czech', 'Items - Leveled')",195,494,0.001382,0.003501,7.1e-05,0.004883
"('Locations - Dungeons', 'Tutorials for Players')",764,204,0.005415,0.001446,9.2e-05,0.006861
"('Cheating', 'Polish')",997,544,0.007066,0.003856,0.000113,0.010922
"('Audio - Sound FX', 'Scripted Events')",587,755,0.00416,0.005351,0.000709,0.009511
"('Official', 'Clothing - Female')",244,1431,0.001729,0.010142,0.00022,0.011871
"('Audio - Voices', 'Nudity')",494,336,0.003501,0.002381,6.4e-05,0.005883
"('Locations - Player-Owned', 'SKSE (Skyrim Script Extender)')",1952,1199,0.013835,0.008498,0.000567,0.022332
"('Related to MLP', 'Dawnguard')",4,1800,2.8e-05,0.012757,7e-06,0.012786
"('Hair', 'Other languages')",398,619,0.002821,0.004387,7.1e-05,0.007208
"('Locations - Buildings', 'Hearthfire')",1693,967,0.011999,0.006854,0.00168,0.018853
"('Faction: Companions', 'Plants / Foliage')",281,452,0.001992,0.003204,0.000113,0.005195
"('Unbalanced', 'Animation - Modified')",934,364,0.00662,0.00258,0.000106,0.009199
"('Japanese', 'Locations - Player-Owned')",417,1952,0.002955,0.013835,0.000206,0.01679
"('NPC Trainers', 'NPCs')",264,3220,0.001871,0.022822,0.001545,0.024693
"('Companion Friendly', 'Audio - Music')",3345,429,0.023707,0.003041,0.000539,0.026748
"('Animation - New', 'Audio - Sound FX')",269,587,0.001907,0.00416,0.000276,0.006067
"('ENB Preset', 'Environment - Water')",76,301,0.000539,0.002133,9.2e-05,0.002672
"('Chargen', 'Environment - Water')",565,301,0.004004,0.002133,0.000106,0.006138
"('Unbalanced', 'Humor, Joke or Just for Fun')",934,1282,0.00662,0.009086,0.001113,0.015706
"('Races - Modified', 'NPCs')",595,3220,0.004217,0.022822,0.001318,0.027039
"('Anime', 'Items - Apparatus')",715,449,0.005068,0.003182,5.7e-05,0.00825
"('Guilds / Factions', 'Translation')",572,2103,0.004054,0.014905,0.000135,0.018959
"('Books', 'Utilities for Modders')",1045,478,0.007406,0.003388,0.000163,0.010794
"('Clothing - Female', 'Items - Furniture')",1431,706,0.010142,0.005004,0.000645,0.015146
"('Cheating', 'Locations - World Map')",997,1159,0.007066,0.008214,0.000269,0.01528
"('Faction: College of Winterhold', 'Audio - Music')",221,429,0.001566,0.003041,0.000106,0.004607
"('Compilation', 'Environment - Water')",406,301,0.002877,0.002133,0.00022,0.005011
"('Faction: Thieves Guild', 'French')",251,748,0.001779,0.005301,7.8e-05,0.00708
"('Video', 'Locations - Caverns')",253,441,0.001793,0.003126,0.000184,0.004919
"('NPCs', 'Utilities for Modders')",3220,478,0.022822,0.003388,0.000255,0.026209
"('Hair', 'Hearthfire')",398,967,0.002821,0.006854,7.8e-05,0.009674
"('Gameplay Effects/Changes', 'Classes component')",3718,169,0.026351,0.001198,0.00073,0.027549
"('Poses', 'Utilities for Players')",122,947,0.000865,0.006712,0.000113,0.007576
"('Related to vampires', 'Solstheim')",680,256,0.004819,0.001814,0.000149,0.006634
"('Humor, Joke or Just for Fun', 'NPCs')",1282,3220,0.009086,0.022822,0.001821,0.031908
"('Faction: Dark Brotherhood', 'Animation - New')",233,269,0.001651,0.001907,5e-05,0.003558
"('Hair', 'NPC Trainers')",398,264,0.002821,0.001871,0.000177,0.004692
"('Quests', 'Locations - Player-Owned')",843,1952,0.005975,0.013835,0.001403,0.019809
"('Nudity', 'SKSE (Skyrim Script Extender)')",336,1199,0.002381,0.008498,0.000177,0.010879
"('Unbalanced', 'Clothing - Female')",934,1431,0.00662,0.010142,0.000369,0.016762
"('Environment - Other', 'Items - Clutter')",1225,1230,0.008682,0.008718,0.001212,0.0174
"('Clothing', 'Magic - Potions')",1782,576,0.01263,0.004082,0.000872,0.016712
"('Solstheim', 'Fair and balanced')",256,7082,0.001814,0.050193,0.00085,0.052008
"('Solstheim', 'Tutorials for Modders')",256,221,0.001814,0.001566,1.4e-05,0.003381
"('Saved games', 'Magic - Spells')",974,2019,0.006903,0.01431,0.000128,0.021213
"('New models', 'Japanese')",2261,417,0.016025,0.002955,0.000234,0.01898
"('New textures', 'English')",4507,12126,0.031943,0.085942,0.014728,0.117885
"('German', 'Russian')",1083,581,0.007676,0.004118,0.001992,0.011793
"('Guilds / Factions', 'NPC Trainers')",572,264,0.004054,0.001871,0.000532,0.005925
"('Czech', 'Plants / Foliage')",195,452,0.001382,0.003204,9.2e-05,0.004586
