Tag_Tuple,Tag1_Count,Tag2_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Cheating', 'New textures')",396,2621,0.006204,0.041061,0.000219,0.047265
"('Humor, Joke or Just for Fun', 'Polish')",256,53,0.004011,0.00083,1.6e-05,0.004841
"('Clothing - Male', 'Creatures')",226,461,0.003541,0.007222,0.000376,0.010763
"('Animation - Modified', 'Races - New')",148,515,0.002319,0.008068,0.000204,0.010387
"('Saved games', 'NPC Trainers')",481,173,0.007535,0.00271,1.6e-05,0.010246
"('For female characters', 'French')",1825,170,0.028591,0.002663,0.000501,0.031254
"('Face models', 'Nudity')",258,225,0.004042,0.003525,0.000141,0.007567
"('Russian', 'NPC Trainers')",228,173,0.003572,0.00271,3.1e-05,0.006282
"('Official', 'Unrealistic')",43,81,0.000674,0.001269,3.1e-05,0.001943
"('Performance Optimization', 'Audio - Sound FX')",162,190,0.002538,0.002977,6.3e-05,0.005514
"('Clothing', 'Items - Leveled')",1016,166,0.015917,0.002601,0.00094,0.018517
"('For male characters', 'Saved games')",1242,481,0.019457,0.007535,0.000251,0.026993
"('Body models', 'Environment - Other')",144,346,0.002256,0.00542,0.00011,0.007676
"('Classes component', 'Races - New')",117,515,0.001833,0.008068,0.000642,0.009901
"('For male characters', 'Classes component')",1242,117,0.019457,0.001833,0.000486,0.02129
"('Performance Optimization', 'EC/HGEC Bodybase')",162,878,0.002538,0.013755,9.4e-05,0.016293
"('Chargen', 'Armor - Shields')",108,780,0.001692,0.01222,0.00011,0.013912
"('Companions', 'Unbalanced')",705,69,0.011045,0.001081,4.7e-05,0.012126
"('Environment - Sky', 'Clothing')",105,1016,0.001645,0.015917,0.000266,0.017562
"('EC/HGEC Bodybase', 'Birthsigns')",878,67,0.013755,0.00105,4.7e-05,0.014804
"('Body models', 'Japanese')",144,167,0.002256,0.002616,3.1e-05,0.004872
"('Animation - Modified', 'Locations - Dungeons')",148,477,0.002319,0.007473,0.000141,0.009791
"('Classes component', 'Translation')",117,32,0.001833,0.000501,1.6e-05,0.002334
"('Environment - Other', 'Environment - Sky')",346,105,0.00542,0.001645,0.000721,0.007065
"('Races - Modified', ""Modder's Resource"")",253,1338,0.003964,0.020961,0.000517,0.024925
"('New Lands', 'Items - Ingredients')",325,319,0.005091,0.004997,0.000815,0.010089
"('Related to horses', 'Unrealistic')",194,81,0.003039,0.001269,3.1e-05,0.004308
"('Companions', 'Quests')",705,636,0.011045,0.009964,0.001332,0.021008
"('Environment - Weather', 'Translation')",101,32,0.001582,0.000501,1.6e-05,0.002084
"('Chargen', 'Locations - Buildings')",108,839,0.001692,0.013144,6.3e-05,0.014836
"('Body models', 'Quests')",144,636,0.002256,0.009964,0.000157,0.01222
"('Related to horses', 'Audio - Voices')",194,157,0.003039,0.00246,9.4e-05,0.005499
"('Clothing - Male', 'Shivering Isles')",226,708,0.003541,0.011092,0.000313,0.014632
"('Creatures - Rideable', 'Locations - Dungeons')",148,477,0.002319,0.007473,0.000392,0.009791
"('Books', 'NPC Trainers')",430,173,0.006736,0.00271,0.00083,0.009447
"('New models', 'COBL (Common Oblivion)')",1961,118,0.030721,0.001849,0.000251,0.03257
"('Environment - Other', 'Armor - Shields')",346,780,0.00542,0.01222,0.000486,0.01764
"('Japanese', 'Locations - Buildings')",167,839,0.002616,0.013144,0.000157,0.01576
"('Companions', 'Non-Playable Resource')",705,237,0.011045,0.003713,3.1e-05,0.014757
"('Poses', 'Locations - Dungeons')",49,477,0.000768,0.007473,1.6e-05,0.00824
"('Classes component', 'NPC Trainers')",117,173,0.001833,0.00271,0.000172,0.004543
"('Gameplay Effects/Changes', 'Spanish')",1345,93,0.021071,0.001457,0.000345,0.022528
"('Compilation', 'Quests')",192,636,0.003008,0.009964,0.000376,0.012972
"('Chargen', 'Not Lore-Friendly')",108,262,0.001692,0.004105,4.7e-05,0.005796
"('Birthsigns', 'Czech')",67,8,0.00105,0.000125,1.6e-05,0.001175
"('Tutorials for Players', 'Utilities for Modders')",40,236,0.000627,0.003697,0.000219,0.004324
"('Environment - Water', 'NPCs')",84,1098,0.001316,0.017201,0.000251,0.018517
"('Classes component', 'Utilities for Players')",117,368,0.001833,0.005765,7.8e-05,0.007598
"('Compilation', 'Guilds / Factions')",192,247,0.003008,0.00387,0.000204,0.006877
"('Unbalanced', 'Magic - Enchantments')",69,358,0.001081,0.005608,0.000172,0.006689
"('Companions', 'Gameplay Effects/Changes')",705,1345,0.011045,0.021071,0.00083,0.032116
"('Hair', 'Nudity')",178,225,0.002789,0.003525,0.000188,0.006313
"('Robert Male Bodybase', 'Locations - World Map')",223,522,0.003494,0.008178,9.4e-05,0.011671
"('Poses', 'Magic - Spells')",49,614,0.000768,0.009619,6.3e-05,0.010387
"('Cheating', 'Non-Playable Resource')",396,237,0.006204,0.003713,4.7e-05,0.009917
"('Related to Movies/TV/Other Games', 'Items - Apparatus')",478,186,0.007488,0.002914,0.00011,0.010402
"('Audio - Voices', 'Anime')",157,88,0.00246,0.001379,1.6e-05,0.003838
"('Creatures', 'Locations - Player-Owned')",461,1130,0.007222,0.017703,0.00105,0.024925
"('Environment - Weather', 'Quests')",101,636,0.001582,0.009964,0.000313,0.011546
"('New models', 'Non-Playable Resource')",1961,237,0.030721,0.003713,0.001692,0.034434
"('Races - New', 'Scripted Events')",515,562,0.008068,0.008804,0.00047,0.016872
"('Animation - New', 'User Interface')",206,226,0.003227,0.003541,4.7e-05,0.006768
"('Compilation', 'Unbalanced')",192,69,0.003008,0.001081,3.1e-05,0.004089
"('Humor, Joke or Just for Fun', 'Items - Clutter')",256,621,0.004011,0.009729,0.000486,0.013739
"('Environment - Weather', 'Locations - Player-Owned')",101,1130,0.001582,0.017703,0.000266,0.019285
"('Related to horses', 'Armor - Shields')",194,780,0.003039,0.01222,0.000376,0.015259
"('Companion Friendly', 'Locations - Buildings')",368,839,0.005765,0.013144,0.001269,0.018909
"('Quests', 'Armor - Shields')",636,780,0.009964,0.01222,0.00188,0.022183
"('Sexy/Skimpy', 'Plants / Foliage')",267,226,0.004183,0.003541,4.7e-05,0.007723
"('COBL (Common Oblivion)', 'Utilities for Modders')",118,236,0.001849,0.003697,1.6e-05,0.005546
"('New Lands', 'Japanese')",325,167,0.005091,0.002616,9.4e-05,0.007708
"('Chargen', 'Tutorials for Modders')",108,95,0.001692,0.001488,3.1e-05,0.00318
"('Compilation', 'Cheating')",192,396,0.003008,0.006204,0.000188,0.009212
"('Cheating', 'Unbalanced')",396,69,0.006204,0.001081,0.000501,0.007285
"('Items - Leveled', 'Plants / Foliage')",166,226,0.002601,0.003541,0.000329,0.006141
"('Robert Male Bodybase', 'Environment - Sky')",223,105,0.003494,0.001645,4.7e-05,0.005138
"('Unbalanced', 'Classes component')",69,117,0.001081,0.001833,1.6e-05,0.002914
"('Cheating', 'Magic - Enchantments')",396,358,0.006204,0.005608,0.000987,0.011812
"('Leveled Lists', 'Scripted Events')",150,562,0.00235,0.008804,0.000392,0.011154
"('Performance Optimization', 'Items - Furniture')",162,322,0.002538,0.005044,0.000125,0.007582
"('Creatures', 'Locations - Dungeons')",461,477,0.007222,0.007473,0.001645,0.014695
"('Body models', 'Non-Playable Resource')",144,237,0.002256,0.003713,3.1e-05,0.005969
"('French', 'Utilities for Modders')",170,236,0.002663,0.003697,0.000235,0.00636
"('Books', 'Knight of The Nine')",430,80,0.006736,0.001253,0.000157,0.00799
"('Items - Ingredients', 'Magic - Potions')",319,230,0.004997,0.003603,0.001614,0.008601
"('For male characters', 'Animation - Modified')",1242,148,0.019457,0.002319,0.000251,0.021776
"('New models', 'English')",1961,6911,0.030721,0.108269,0.021353,0.13899
"('Robert Male Bodybase', 'Items - Furniture')",223,322,0.003494,0.005044,9.4e-05,0.008538
"('Animation - Modified', 'Hair')",148,178,0.002319,0.002789,0.000141,0.005107
"('Robert Female Bodybase', 'French')",129,170,0.002021,0.002663,1.6e-05,0.004684
"('BAB Bodybase', 'Not Safe For Work')",72,35,0.001128,0.000548,1.6e-05,0.001676
"('Companions', 'New textures')",705,2621,0.011045,0.041061,0.001535,0.052106
"('Lighting', 'Items - Apparatus')",159,186,0.002491,0.002914,0.000298,0.005405
"('Replacer', 'Lore-Friendly')",898,1738,0.014068,0.027228,0.002914,0.041296
"('ENB Preset', 'Magic - Enchantments')",8,358,0.000125,0.005608,1.6e-05,0.005734
"('Replacer', 'French')",898,170,0.014068,0.002663,0.000298,0.016731
"('BAB Bodybase', 'NPC Vendors')",72,546,0.001128,0.008554,3.1e-05,0.009682
"('For female characters', 'Scripted Events')",1825,562,0.028591,0.008804,0.001332,0.037395
"('Items - Apparatus', 'Utilities for Players')",186,368,0.002914,0.005765,0.000125,0.008679
"('Unrealistic', 'OBSE (Oblivion Script Extender)')",81,819,0.001269,0.012831,0.000141,0.0141
"('For male characters', 'Clothing')",1242,1016,0.019457,0.015917,0.004982,0.035374
"('Performance Optimization', 'Creatures - Rideable')",162,148,0.002538,0.002319,6.3e-05,0.004856
"('Classes component', 'Leveled Lists')",117,150,0.001833,0.00235,0.000125,0.004183
"('Sexy/Skimpy', 'Items - Leveled')",267,166,0.004183,0.002601,4.7e-05,0.006783
"('Leveled Lists', 'Magic - Potions')",150,230,0.00235,0.003603,0.000313,0.005953
"('EC/HGEC Bodybase', 'Leveled Lists')",878,150,0.013755,0.00235,9.4e-05,0.016105
"('Cheating', 'Clothing')",396,1016,0.006204,0.015917,0.000799,0.022121
"('Items - Clutter', 'User Interface')",621,226,0.009729,0.003541,3.1e-05,0.013269
"('Performance Optimization', 'Audio - Music')",162,203,0.002538,0.00318,9.4e-05,0.005718
"('Magic - Enchantments', 'OBSE (Oblivion Script Extender)')",358,819,0.005608,0.012831,0.000909,0.018439
"('Chargen', 'Related to Movies/TV/Other Games')",108,478,0.001692,0.007488,0.000204,0.00918
"('Saved games', 'Spanish')",481,93,0.007535,0.001457,1.6e-05,0.008992
"('Poses', 'Audio - Music')",49,203,0.000768,0.00318,6.3e-05,0.003948
"('Replacer', 'Japanese')",898,167,0.014068,0.002616,0.000298,0.016684
"('TFF/UFF Bodybase', 'Japanese')",156,167,0.002444,0.002616,1.6e-05,0.00506
"('Gameplay Effects/Changes', 'Hair')",1345,178,0.021071,0.002789,0.000392,0.02386
"('Cheating', 'Locations - Player-Owned')",396,1130,0.006204,0.017703,0.00036,0.023907
"('German', 'Armor - Shields')",396,780,0.006204,0.01222,0.000721,0.018423
"('Face models', 'OBMM (Oblivion Mod Manager)')",258,116,0.004042,0.001817,7.8e-05,0.005859
"('Gameplay Effects/Changes', 'Non-Playable Resource')",1345,237,0.021071,0.003713,0.00011,0.024784
"('Related to vampires', 'OBMM (Oblivion Mod Manager)')",250,116,0.003917,0.001817,1.6e-05,0.005734
"('Replacer', 'Items - Apparatus')",898,186,0.014068,0.002914,0.000125,0.016982
"('Not Safe For Work', 'Saved games')",35,481,0.000548,0.007535,3.1e-05,0.008084
"('Environment - Sky', 'Magic - Enchantments')",105,358,0.001645,0.005608,0.000188,0.007253
"('New textures', ""Modder's Resource"")",2621,1338,0.041061,0.020961,0.00846,0.062022
"('Chargen', 'Books')",108,430,0.001692,0.006736,4.7e-05,0.008428
"('Other languages', 'Locations - Dungeons')",28,477,0.000439,0.007473,7.8e-05,0.007911
"('Companion Friendly', 'Japanese')",368,167,0.005765,0.002616,0.000141,0.008381
"('New models', 'Saved games')",1961,481,0.030721,0.007535,0.000125,0.038257
"('Clothing', 'Creatures')",1016,461,0.015917,0.007222,0.001269,0.023139
"('Related to vampires', 'Robert Male Bodybase')",250,223,0.003917,0.003494,7.8e-05,0.00741
"('Classes component', 'Utilities for Modders')",117,236,0.001833,0.003697,4.7e-05,0.00553
"('Anime', 'OBMM (Oblivion Mod Manager)')",88,116,0.001379,0.001817,7.8e-05,0.003196
"('Cheating', 'Shivering Isles')",396,708,0.006204,0.011092,0.000454,0.017295
"('Gameplay Effects/Changes', 'Polish')",1345,53,0.021071,0.00083,0.000235,0.021901
"('Leveled Lists', 'Locations - Dungeons')",150,477,0.00235,0.007473,0.000407,0.009823
"('Not Safe For Work', ""Modder's Resource"")",35,1338,0.000548,0.020961,3.1e-05,0.02151
"('Unrealistic', 'Czech')",81,8,0.001269,0.000125,1.6e-05,0.001394
"('Video', 'Translation')",128,32,0.002005,0.000501,1.6e-05,0.002507
"('Non-Playable Resource', 'Utilities for Players')",237,368,0.003713,0.005765,0.000423,0.009478
"('Poses', 'OBSE (Oblivion Script Extender)')",49,819,0.000768,0.012831,0.00011,0.013598
"('Compilation', 'New textures')",192,2621,0.003008,0.041061,0.000909,0.044069
"('Audio - Voices', 'NPC Trainers')",157,173,0.00246,0.00271,0.000313,0.00517
"('Races - New', 'Locations - Buildings')",515,839,0.008068,0.013144,0.000392,0.021212
"('Polish', ""Modder's Resource"")",53,1338,0.00083,0.020961,0.000219,0.021792
"('Clothing - Female', 'NPCs')",452,1098,0.007081,0.017201,0.001018,0.024282
"('French', 'Tutorials for Players')",170,40,0.002663,0.000627,1.6e-05,0.00329
"('Companion Friendly', 'Weapons')",368,1765,0.005765,0.027651,0.001144,0.033416
"('Gameplay Effects/Changes', 'French')",1345,170,0.021071,0.002663,0.000533,0.023734
"('Items - Furniture', 'Utilities for Modders')",322,236,0.005044,0.003697,9.4e-05,0.008742
"('German', 'NPCs')",396,1098,0.006204,0.017201,0.000689,0.023405
"('Robert Female Bodybase', 'Utilities for Players')",129,368,0.002021,0.005765,6.3e-05,0.007786
"('Races - New', 'Knight of The Nine')",515,80,0.008068,0.001253,7.8e-05,0.009321
"('Environment - Water', 'Armor - Shields')",84,780,0.001316,0.01222,0.000251,0.013536
"('Creatures - Rideable', 'Utilities for Modders')",148,236,0.002319,0.003697,1.6e-05,0.006016
"('New models', 'Plants / Foliage')",1961,226,0.030721,0.003541,0.001332,0.034262
"('Robert Male Bodybase', 'Translation')",223,32,0.003494,0.000501,1.6e-05,0.003995
"('Not Safe For Work', 'Tutorials for Players')",35,40,0.000548,0.000627,1.6e-05,0.001175
"('Audio - Sound FX', 'Non-Playable Resource')",190,237,0.002977,0.003713,9.4e-05,0.006689
"('NPC Trainers', 'Utilities for Modders')",173,236,0.00271,0.003697,4.7e-05,0.006407
"('Spanish', 'Books')",93,430,0.001457,0.006736,7.8e-05,0.008193
"('Creatures', 'Items - Leveled')",461,166,0.007222,0.002601,0.000658,0.009823
"('Items - Apparatus', 'OBSE (Oblivion Script Extender)')",186,819,0.002914,0.012831,0.000329,0.015744
"('Audio - Music', 'OBMM (Oblivion Mod Manager)')",203,116,0.00318,0.001817,3.1e-05,0.004997
"('For female characters', 'Locations - Player-Owned')",1825,1130,0.028591,0.017703,0.001896,0.046293
"('Compilation', 'Leveled Lists')",192,150,0.003008,0.00235,0.000251,0.005358
"('Related to horses', 'OBSE (Oblivion Script Extender)')",194,819,0.003039,0.012831,0.000219,0.01587
"('Items - Clutter', 'Utilities for Players')",621,368,0.009729,0.005765,0.000423,0.015494
"('Not Lore-Friendly', 'Shivering Isles')",262,708,0.004105,0.011092,0.000188,0.015196
"('Birthsigns', 'COBL (Common Oblivion)')",67,118,0.00105,0.001849,1.6e-05,0.002898
"('Gameplay Effects/Changes', 'Clothing - Female')",1345,452,0.021071,0.007081,0.000392,0.028152
"('Czech', 'Books')",8,430,0.000125,0.006736,3.1e-05,0.006862
"('Related to horses', 'Audio - Music')",194,203,0.003039,0.00318,0.00011,0.006219
"('For male characters', 'Gameplay Effects/Changes')",1242,1345,0.019457,0.021071,0.0013,0.040528
"('For male characters', 'Audio - Sound FX')",1242,190,0.019457,0.002977,0.000517,0.022434
"('Related to horses', 'Animation - New')",194,206,0.003039,0.003227,9.4e-05,0.006266
"('Related to Movies/TV/Other Games', 'Armor - Shields')",478,780,0.007488,0.01222,0.000705,0.019708
"('Lore-Friendly', 'French')",1738,170,0.027228,0.002663,0.000721,0.029891
"('Guilds / Factions', 'Items - Ingredients')",247,319,0.00387,0.004997,0.00058,0.008867
"('Audio - Voices', 'French')",157,170,0.00246,0.002663,9.4e-05,0.005123
"('Performance Optimization', 'BAB Bodybase')",162,72,0.002538,0.001128,3.1e-05,0.003666
"('Clothing - Female', 'Creatures')",452,461,0.007081,0.007222,0.000329,0.014303
"('Environment - Water', 'Items - Furniture')",84,322,0.001316,0.005044,0.000219,0.00636
"('Items - Leveled', 'NPC Vendors')",166,546,0.002601,0.008554,0.000705,0.011154
"('ENB Preset', 'New textures')",8,2621,0.000125,0.041061,1.6e-05,0.041186
"('Official', 'Other languages')",43,28,0.000674,0.000439,3.1e-05,0.001112
"('Races - Modified', 'Clothing - Male')",253,226,0.003964,0.003541,0.000141,0.007504
"('Translation', 'NPC Trainers')",32,173,0.000501,0.00271,1.6e-05,0.003212
"('Anime', 'Not Lore-Friendly')",88,262,0.001379,0.004105,0.000893,0.005483
"('Saved games', 'Other languages')",481,28,0.007535,0.000439,1.6e-05,0.007974
"('Quests', 'Items - Ingredients')",636,319,0.009964,0.004997,0.001253,0.014961
"('New textures', 'Locations - World Map')",2621,522,0.041061,0.008178,0.002663,0.049239
"('Guilds / Factions', 'Lighting')",247,159,0.00387,0.002491,0.000125,0.00636
"('Replacer', 'Audio - Sound FX')",898,190,0.014068,0.002977,0.00036,0.017045
"('Animation - Modified', 'Quests')",148,636,0.002319,0.009964,0.000204,0.012282
"('Official', 'Nudity')",43,225,0.000674,0.003525,1.6e-05,0.004199
"('Environment - Other', 'Magic - Enchantments')",346,358,0.00542,0.005608,0.000313,0.011029
"('Nudity', 'Items - Furniture')",225,322,0.003525,0.005044,4.7e-05,0.008569
"('Replacer', 'English')",898,6911,0.014068,0.108269,0.006564,0.122337
"('Unrealistic', 'German')",81,396,0.001269,0.006204,1.6e-05,0.007473
"('New textures', 'German')",2621,396,0.041061,0.006204,0.001911,0.047265
"('Chargen', 'Hair')",108,178,0.001692,0.002789,0.000282,0.004481
"('Performance Optimization', 'Japanese')",162,167,0.002538,0.002616,7.8e-05,0.005154
"('NPC Vendors', 'Utilities for Modders')",546,236,0.008554,0.003697,7.8e-05,0.012251
"('Related to Movies/TV/Other Games', 'NPCs')",478,1098,0.007488,0.017201,0.001034,0.02469
"('Hair', ""Modder's Resource"")",178,1338,0.002789,0.020961,0.000454,0.02375
"('Body models', 'Italian')",144,81,0.002256,0.001269,3.1e-05,0.003525
"('Environment - Sky', 'New textures')",105,2621,0.001645,0.041061,0.000799,0.042706
"('Animation - New', 'Environment - Sky')",206,105,0.003227,0.001645,9.4e-05,0.004872
"('Performance Optimization', 'Clothing')",162,1016,0.002538,0.015917,0.000282,0.018455
"('Poses', 'New models')",49,1961,0.000768,0.030721,3.1e-05,0.031489
"('Japanese', 'Magic - Enchantments')",167,358,0.002616,0.005608,9.4e-05,0.008225
"('Locations - Player-Owned', 'Tutorials for Modders')",1130,95,0.017703,0.001488,0.00011,0.019191
"('Races - Modified', 'NPC Trainers')",253,173,0.003964,0.00271,9.4e-05,0.006674
"('EC/HGEC Bodybase', 'COBL (Common Oblivion)')",878,118,0.013755,0.001849,3.1e-05,0.015603
"('Gameplay Effects/Changes', 'Magic - Spells')",1345,614,0.021071,0.009619,0.002616,0.03069
"('Lore-Friendly', 'Locations - Buildings')",1738,839,0.027228,0.013144,0.004371,0.040372
"('Creatures', 'NPC Trainers')",461,173,0.007222,0.00271,0.000533,0.009932
"('Poses', 'Classes component')",49,117,0.000768,0.001833,3.1e-05,0.002601
"('Related to horses', 'Replacer')",194,898,0.003039,0.014068,0.000282,0.017107
"('Body models', 'Magic - Enchantments')",144,358,0.002256,0.005608,9.4e-05,0.007864
"('Chargen', 'Humor, Joke or Just for Fun')",108,256,0.001692,0.004011,4.7e-05,0.005702
"('Polish', 'Utilities for Players')",53,368,0.00083,0.005765,4.7e-05,0.006595
"('Not Lore-Friendly', 'Armor - Shields')",262,780,0.004105,0.01222,0.000157,0.016324
"('Robert Female Bodybase', 'Italian')",129,81,0.002021,0.001269,3.1e-05,0.00329
"('German', 'Books')",396,430,0.006204,0.006736,0.000517,0.01294
"('Anime', 'Magic - Enchantments')",88,358,0.001379,0.005608,4.7e-05,0.006987
"('Magic - Enchantments', 'NPCs')",358,1098,0.005608,0.017201,0.001206,0.02281
"('Spanish', 'NPCs')",93,1098,0.001457,0.017201,0.000219,0.018658
"('Companions', 'User Interface')",705,226,0.011045,0.003541,6.3e-05,0.014585
"('Anime', 'Italian')",88,81,0.001379,0.001269,1.6e-05,0.002648
"('Locations - Player-Owned', 'OBSE (Oblivion Script Extender)')",1130,819,0.017703,0.012831,0.000956,0.030533
"('Items - Ingredients', 'Locations - Player-Owned')",319,1130,0.004997,0.017703,0.001755,0.0227
"('Audio - Sound FX', 'Lighting')",190,159,0.002977,0.002491,0.00036,0.005467
"('Locations - Caverns', 'COBL (Common Oblivion)')",284,118,0.004449,0.001849,7.8e-05,0.006298
"('Environment - Sky', 'Clothing - Male')",105,226,0.001645,0.003541,0.00011,0.005185
"('Compilation', 'Locations - Caverns')",192,284,0.003008,0.004449,0.000204,0.007457
"('Companion Friendly', 'Leveled Lists')",368,150,0.005765,0.00235,0.000125,0.008115
"('Companion Friendly', 'Magic - Enchantments')",368,358,0.005765,0.005608,0.000298,0.011374
"('Armor - Shields', 'Tutorials for Players')",780,40,0.01222,0.000627,3.1e-05,0.012846
"('Body models', 'Creatures')",144,461,0.002256,0.007222,0.000235,0.009478
"('Lighting', 'NPCs')",159,1098,0.002491,0.017201,0.000548,0.019692
"('Environment - Sky', 'Japanese')",105,167,0.001645,0.002616,0.000157,0.004261
"('Birthsigns', 'Locations - World Map')",67,522,0.00105,0.008178,6.3e-05,0.009227
"('Companions', 'Items - Furniture')",705,322,0.011045,0.005044,0.000266,0.016089
"('Body models', 'Items - Furniture')",144,322,0.002256,0.005044,0.00011,0.0073
"('Polish', 'Non-Playable Resource')",53,237,0.00083,0.003713,1.6e-05,0.004543
"('Related to Movies/TV/Other Games', 'Clothing - Female')",478,452,0.007488,0.007081,0.000423,0.014569
"('Companions', 'Not Lore-Friendly')",705,262,0.011045,0.004105,0.000157,0.015149
"('TFF/UFF Bodybase', 'Magic - Enchantments')",156,358,0.002444,0.005608,3.1e-05,0.008052
"('Performance Optimization', 'Animation - Modified')",162,148,0.002538,0.002319,6.3e-05,0.004856
"('Translation', 'Locations - Dungeons')",32,477,0.000501,0.007473,6.3e-05,0.007974
"('Other languages', 'Items - Clutter')",28,621,0.000439,0.009729,4.7e-05,0.010167
"('Czech', 'NPC Vendors')",8,546,0.000125,0.008554,1.6e-05,0.008679
"('Leveled Lists', 'Books')",150,430,0.00235,0.006736,0.000423,0.009086
"('Compilation', 'Humor, Joke or Just for Fun')",192,256,0.003008,0.004011,6.3e-05,0.007018
"('Replacer', 'COBL (Common Oblivion)')",898,118,0.014068,0.001849,3.1e-05,0.015917
"('Translation', 'Items - Apparatus')",32,186,0.000501,0.002914,1.6e-05,0.003415
"('New models', 'NPC Vendors')",1961,546,0.030721,0.008554,0.002663,0.039275
"('Quests', 'Lore-Friendly')",636,1738,0.009964,0.027228,0.003603,0.037191
"('Creatures', 'Knight of The Nine')",461,80,0.007222,0.001253,0.000125,0.008475
"('Items - Clutter', 'Tutorials for Modders')",621,95,0.009729,0.001488,0.00011,0.011217
"('Body models', 'Sexy/Skimpy')",144,267,0.002256,0.004183,0.000204,0.006439
"('TFF/UFF Bodybase', 'Clothing - Male')",156,226,0.002444,0.003541,7.8e-05,0.005984
"('English', 'Magic - Potions')",6911,230,0.108269,0.003603,0.002961,0.111872
"('Audio - Sound FX', 'OBMM (Oblivion Mod Manager)')",190,116,0.002977,0.001817,9.4e-05,0.004794
"('Official', 'English')",43,6911,0.000674,0.108269,0.000533,0.108942
"('New Lands', 'Items - Furniture')",325,322,0.005091,0.005044,0.000815,0.010136
"('Companions', 'Anime')",705,88,0.011045,0.001379,0.00011,0.012423
"('Gameplay Effects/Changes', 'Not Lore-Friendly')",1345,262,0.021071,0.004105,0.00011,0.025175
"('Gameplay Effects/Changes', 'Races - New')",1345,515,0.021071,0.008068,0.000548,0.029139
"('Chargen', 'Spanish')",108,93,0.001692,0.001457,1.6e-05,0.003149
"('Animation - Modified', 'User Interface')",148,226,0.002319,0.003541,4.7e-05,0.005859
"('Leveled Lists', 'New textures')",150,2621,0.00235,0.041061,0.000846,0.043411
"('Not Safe For Work', 'Magic - Spells')",35,614,0.000548,0.009619,1.6e-05,0.010167
"('TFF/UFF Bodybase', 'Environment - Water')",156,84,0.002444,0.001316,1.6e-05,0.00376
"('Other languages', 'Books')",28,430,0.000439,0.006736,9.4e-05,0.007175
"('Environment - Water', 'Hair')",84,178,0.001316,0.002789,0.000125,0.004105
"('Fair and balanced', 'Items - Apparatus')",449,186,0.007034,0.002914,0.000266,0.009948
"('Compilation', 'Races - Modified')",192,253,0.003008,0.003964,0.000219,0.006971
"('Humor, Joke or Just for Fun', 'Spanish')",256,93,0.004011,0.001457,1.6e-05,0.005467
"('Races - Modified', 'Czech')",253,8,0.003964,0.000125,1.6e-05,0.004089
"('Magic - Potions', 'Magic - Spells')",230,614,0.003603,0.009619,0.001363,0.013222
"('New textures', 'Magic - Spells')",2621,614,0.041061,0.009619,0.001676,0.05068
"('Anime', 'Clothing - Male')",88,226,0.001379,0.003541,4.7e-05,0.004919
"('Related to vampires', 'Audio - Sound FX')",250,190,0.003917,0.002977,9.4e-05,0.006893
"('Environment - Weather', 'Magic - Enchantments')",101,358,0.001582,0.005608,0.000251,0.007191
"('Guilds / Factions', 'Not Lore-Friendly')",247,262,0.00387,0.004105,9.4e-05,0.007974
"('English', 'Locations - Dungeons')",6911,477,0.108269,0.007473,0.005781,0.115741
"('Clothing - Female', 'Tutorials for Modders')",452,95,0.007081,0.001488,3.1e-05,0.008569
"('Books', 'Non-Playable Resource')",430,237,0.006736,0.003713,9.4e-05,0.010449
"('Animation - New', 'Nudity')",206,225,0.003227,0.003525,0.000188,0.006752
"('Body models', 'Polish')",144,53,0.002256,0.00083,1.6e-05,0.003086
"('Companion Friendly', 'Italian')",368,81,0.005765,0.001269,0.00011,0.007034
"('For male characters', 'Video')",1242,128,0.019457,0.002005,0.000219,0.021463
"('Companions', 'NPC Trainers')",705,173,0.011045,0.00271,0.000298,0.013755
"('Official', 'Hair')",43,178,0.000674,0.002789,4.7e-05,0.003462
"('Environment - Weather', 'New Lands')",101,325,0.001582,0.005091,0.000407,0.006674
"('Environment - Water', 'Polish')",84,53,0.001316,0.00083,7.8e-05,0.002146
"('Companion Friendly', 'Companions')",368,705,0.005765,0.011045,0.001253,0.01681
"('Unrealistic', 'Russian')",81,228,0.001269,0.003572,3.1e-05,0.004841
"('Cheating', 'Hair')",396,178,0.006204,0.002789,1.6e-05,0.008992
"('Audio - Music', 'English')",203,6911,0.00318,0.108269,0.001285,0.111449
"('EC/HGEC Bodybase', ""Modder's Resource"")",878,1338,0.013755,0.020961,0.000486,0.034716
"('Lighting', 'NPC Vendors')",159,546,0.002491,0.008554,0.000329,0.011045
"('Body models', 'French')",144,170,0.002256,0.002663,4.7e-05,0.004919
"('Official', 'Anime')",43,88,0.000674,0.001379,1.6e-05,0.002052
"('Czech', 'Creatures')",8,461,0.000125,0.007222,1.6e-05,0.007347
"('Environment - Other', 'Polish')",346,53,0.00542,0.00083,0.000157,0.006251
"('EC/HGEC Bodybase', 'Items - Furniture')",878,322,0.013755,0.005044,0.00011,0.018799
"('Polish', 'Tutorials for Players')",53,40,0.00083,0.000627,1.6e-05,0.001457
"('Quests', 'Tutorials for Modders')",636,95,0.009964,0.001488,0.000125,0.011452
"('Official', 'Guilds / Factions')",43,247,0.000674,0.00387,3.1e-05,0.004543
