tag_tuple,tag1_count,tag2_count,ratio
"('Italian', 'Items - Ingredients')",29,21,1.380952380952381
"('Chargen', 'Environment - Other')",26,62,0.41935483870967744
"('Nudity', 'Translation')",64,110,0.5818181818181818
"('Fair and balanced', 'Locations - Player-Owned')",292,51,5.7254901960784315
"('New Lands', 'Tutorials for Players')",18,18,1.0
"('Video', 'Locations - Caverns')",11,13,0.8461538461538461
"('Solstheim', 'Translation')",10,110,0.09090909090909091
"('New Lands', 'Clothing - Male')",18,47,0.3829787234042553
"('Items - Clutter', 'User Interface')",46,39,1.1794871794871795
"('New Lands', 'Items - Clutter')",18,46,0.391304347826087
"('Russian', 'Non-Playable Resource')",28,18,1.5555555555555556
"('New textures', 'Locations - Caverns')",340,13,26.153846153846153
"('Polish', 'Magic - Spells')",23,80,0.2875
"('Japanese', 'Tutorials for Modders')",21,12,1.75
"('Environment - Other', 'New models')",62,100,0.62
"('Environment - Sky', 'New Lands')",21,18,1.1666666666666667
"('Companions', 'Clothing - Female')",85,86,0.9883720930232558
"('NPC Vendors', 'NPCs')",33,115,0.28695652173913044
"('For male characters', 'Books')",180,38,4.7368421052631575
"('Audio - Music', 'Classes component')",26,4,6.5
"('Video', 'Magic - Enchantments')",11,39,0.28205128205128205
"('French', 'Polish')",41,23,1.7826086956521738
"('Related to horses', 'Spanish')",16,45,0.35555555555555557
"('Czech', 'Japanese')",8,21,0.38095238095238093
"('Sexy/Skimpy', 'Items - Leveled')",103,15,6.866666666666666
"('Chargen', 'Official')",26,11,2.3636363636363638
"('Body models', 'Sexy/Skimpy')",31,103,0.30097087378640774
"('Fair and balanced', 'Magic - Potions')",292,14,20.857142857142858
"('Humor, Joke or Just for Fun', ""Modder's Resource"")",58,68,0.8529411764705882
"('Sexy/Skimpy', 'Spanish')",103,45,2.2888888888888888
"('Companions', 'Audio - Sound FX')",85,40,2.125
"('Body models', 'Races - New')",31,22,1.4090909090909092
"('For female characters', 'Audio - Sound FX')",209,40,5.225
"('Polish', 'Magic - Enchantments')",23,39,0.5897435897435898
"('Related to horses', 'Related to MLP')",16,1,16.0
"('Lore-Friendly', 'Utilities for Players')",322,63,5.111111111111111
"('Birthsigns', 'Items - Furniture')",3,19,0.15789473684210525
"('Magic - Potions', 'Plants / Foliage')",14,15,0.9333333333333333
"('Fair and balanced', 'Audio - Sound FX')",292,40,7.3
"('Birthsigns', 'Items - Clutter')",3,46,0.06521739130434782
"('Performance Optimization', 'Scripted Events')",33,23,1.434782608695652
"('Solstheim', 'Locations - Caverns')",10,13,0.7692307692307693
"('Environment - Other', 'Items - Apparatus')",62,22,2.8181818181818183
"('Gameplay Effects/Changes', 'Sexy/Skimpy')",168,103,1.6310679611650485
"('Official', 'Environment - Water')",11,10,1.1
"('Classes component', 'Items - Furniture')",4,19,0.21052631578947367
"('Environment - Sky', 'Russian')",21,28,0.75
"('Cheating', 'User Interface')",50,39,1.2820512820512822
"('New Lands', 'User Interface')",18,39,0.46153846153846156
"('Chargen', 'German')",26,57,0.45614035087719296
"('Unrealistic', 'Tutorials for Modders')",57,12,4.75
"('Animation - New', 'Russian')",7,28,0.25
"('Audio - Music', 'Locations - Buildings')",26,55,0.4727272727272727
"('Hair', 'Lore-Friendly')",13,322,0.040372670807453416
"('For female characters', 'Body models')",209,31,6.741935483870968
"('Audio - Music', 'Russian')",26,28,0.9285714285714286
"('German', 'Tutorials for Modders')",57,12,4.75
"('Items - Apparatus', 'NPC Vendors')",22,33,0.6666666666666666
"('Performance Optimization', 'Lighting')",33,38,0.868421052631579
"('New models', 'Locations - World Map')",100,34,2.9411764705882355
"('Environment - Other', 'SKSE (Skyrim Script Extender)')",62,27,2.2962962962962963
"('Fair and balanced', 'Polish')",292,23,12.695652173913043
"('German', 'Non-Playable Resource')",57,18,3.1666666666666665
"('Guilds / Factions', 'Dawnguard')",20,33,0.6060606060606061
"('Audio - Sound FX', 'Nudity')",40,64,0.625
"('Scripted Events', 'Locations - Buildings')",23,55,0.41818181818181815
"('Clothing - Male', 'Tutorials for Modders')",47,12,3.9166666666666665
"('Compilation', 'English')",16,459,0.034858387799564274
"('For male characters', 'Creatures - Rideable')",180,5,36.0
"('Audio - Music', 'Books')",26,38,0.6842105263157895
"('Audio - Sound FX', 'New Lands')",40,18,2.2222222222222223
"('French', 'Utilities for Players')",41,63,0.6507936507936508
"('Quests', 'Magic - Spells')",25,80,0.3125
"('Performance Optimization', 'English')",33,459,0.0718954248366013
"('Guilds / Factions', 'Items - Ingredients')",20,21,0.9523809523809523
"('Companions', 'Nudity')",85,64,1.328125
"('Items - Leveled', 'Tutorials for Players')",15,18,0.8333333333333334
"('Environment - Sky', 'Books')",21,38,0.5526315789473685
"('Faction: College of Winterhold', 'Locations - Buildings')",8,55,0.14545454545454545
"('Replacer', 'Birthsigns')",255,3,85.0
"('Gameplay Effects/Changes', 'Items - Leveled')",168,15,11.2
"('New models', 'Not Lore-Friendly')",100,76,1.3157894736842106
"('Environment - Other', 'Locations - Buildings')",62,55,1.1272727272727272
"('For female characters', 'Leveled Lists')",209,21,9.952380952380953
"('Environment - Other', 'Clothing - Male')",62,47,1.3191489361702127
"('Faction: Thieves Guild', 'Guilds / Factions')",3,20,0.15
"('Animation - Modified', 'Tutorials for Modders')",17,12,1.4166666666666667
"('Environment - Sky', 'Face models')",21,37,0.5675675675675675
"('Animation - Modified', 'Scripted Events')",17,23,0.7391304347826086
"('Environment - Weather', 'Hair')",14,13,1.0769230769230769
"('Humor, Joke or Just for Fun', 'Items - Leveled')",58,15,3.8666666666666667
"('Quests', 'Magic - Enchantments')",25,39,0.6410256410256411
"('Races - New', 'NPCs')",22,115,0.19130434782608696
"('NPC Vendors', 'Plants / Foliage')",33,15,2.2
"('Armor - Shields', 'Tutorials for Modders')",74,12,6.166666666666667
"('Related to horses', 'New textures')",16,340,0.047058823529411764
"('Faction: College of Winterhold', 'Replacer')",8,255,0.03137254901960784
"('For female characters', 'Birthsigns')",209,3,69.66666666666667
"('Related to Movies/TV/Other Games', 'Animation - Modified')",64,17,3.764705882352941
"('Italian', 'Locations - Player-Owned')",29,51,0.5686274509803921
"('Fair and balanced', 'Animation - New')",292,7,41.714285714285715
"('Related to Movies/TV/Other Games', 'Locations - Caverns')",64,13,4.923076923076923
"('German', 'Items - Leveled')",57,15,3.8
"('Items - Clutter', 'Dragonborn')",46,41,1.1219512195121952
"('Faction: College of Winterhold', 'Hair')",8,13,0.6153846153846154
"('Poses', 'NPCs')",5,115,0.043478260869565216
"('Sexy/Skimpy', 'Unrealistic')",103,57,1.8070175438596492
"('Creatures', 'Creatures - Rideable')",46,5,9.2
"('Leveled Lists', 'Items - Ingredients')",21,21,1.0
"('Related to MLP', 'Unrealistic')",1,57,0.017543859649122806
"('Items - Apparatus', 'Hearthfire')",22,12,1.8333333333333333
"('Fair and balanced', 'Lighting')",292,38,7.684210526315789
"('Companions', 'Animation - New')",85,7,12.142857142857142
"('Companions', 'Clothing - Male')",85,47,1.8085106382978724
"('Humor, Joke or Just for Fun', 'Locations - Dungeons')",58,29,2.0
"('Replacer', 'Items - Ingredients')",255,21,12.142857142857142
"('French', 'Items - Ingredients')",41,21,1.9523809523809523
"('Locations - Player-Owned', 'NPC Trainers')",51,8,6.375
"('Clothing', 'Magic - Spells')",85,80,1.0625
"('Items - Apparatus', 'Dragonborn')",22,41,0.5365853658536586
"('Other languages', 'Locations - Player-Owned')",30,51,0.5882352941176471
"('SKSE (Skyrim Script Extender)', 'Non-Playable Resource')",27,18,1.5
"('Environment - Sky', 'Magic - Spells')",21,80,0.2625
"('Creatures - Rideable', 'Magic - Enchantments')",5,39,0.1282051282051282
"('Audio - Sound FX', 'Lore-Friendly')",40,322,0.12422360248447205
"('User Interface', 'Utilities for Players')",39,63,0.6190476190476191
"('Cheating', 'German')",50,57,0.8771929824561403
"('Animation - New', 'Clothing - Female')",7,86,0.08139534883720931
"('Environment - Water', 'German')",10,57,0.17543859649122806
"('Hair', 'NPC Trainers')",13,8,1.625
"('New Lands', 'Items - Leveled')",18,15,1.2
"('Scripted Events', 'Dawnguard')",23,33,0.696969696969697
"('Weapons', 'SKSE (Skyrim Script Extender)')",176,27,6.518518518518518
"('Body models', 'Items - Leveled')",31,15,2.066666666666667
"('Faction: College of Winterhold', 'Italian')",8,29,0.27586206896551724
"('Companions', 'Spanish')",85,45,1.8888888888888888
"('Armor - Shields', 'Magic - Potions')",74,14,5.285714285714286
"('Scripted Events', 'Items - Ingredients')",23,21,1.0952380952380953
"('Environment - Sky', 'Utilities for Players')",21,63,0.3333333333333333
"('Replacer', 'Clothing - Male')",255,47,5.425531914893617
"('Items - Clutter', 'Utilities for Players')",46,63,0.7301587301587301
"('Books', 'Items - Furniture')",38,19,2.0
"('Animation - Modified', 'New textures')",17,340,0.05
"('Audio - Music', 'Weapons')",26,176,0.14772727272727273
"('New models', 'Lore-Friendly')",100,322,0.3105590062111801
"('Environment - Other', 'Locations - Dungeons')",62,29,2.1379310344827585
"('Gameplay Effects/Changes', 'Italian')",168,29,5.793103448275862
"('Animation - Modified', 'Weapons')",17,176,0.09659090909090909
"('Related to Movies/TV/Other Games', 'Body models')",64,31,2.064516129032258
"('Russian', 'Armor - Shields')",28,74,0.3783783783783784
"('Compilation', 'Utilities for Modders')",16,26,0.6153846153846154
"('Saved games', 'NPCs')",98,115,0.8521739130434782
"('Audio - Voices', 'Races - New')",22,22,1.0
"('French', 'Tutorials for Players')",41,18,2.2777777777777777
"('Unbalanced', 'Sexy/Skimpy')",32,103,0.3106796116504854
"('For female characters', 'Classes component')",209,4,52.25
"('Chargen', 'Humor, Joke or Just for Fun')",26,58,0.4482758620689655
"('For male characters', 'Environment - Sky')",180,21,8.571428571428571
"('New textures', 'Magic - Potions')",340,14,24.285714285714285
"('Lighting', 'Locations - Player-Owned')",38,51,0.7450980392156863
"('Sexy/Skimpy', 'NPC Vendors')",103,33,3.121212121212121
"('Locations - Player-Owned', 'Weapons')",51,176,0.2897727272727273
"('Lore-Friendly', 'Locations - Buildings')",322,55,5.8545454545454545
"('Scripted Events', 'Russian')",23,28,0.8214285714285714
"('Birthsigns', 'New Lands')",3,18,0.16666666666666666
"('French', 'NPCs')",41,115,0.3565217391304348
"('Faction: Companions', 'Fair and balanced')",4,292,0.0136986301369863
"('New Lands', 'German')",18,57,0.3157894736842105
"('Companions', 'Russian')",85,28,3.0357142857142856
"('Birthsigns', 'Plants / Foliage')",3,15,0.2
"('Companions', 'Not Safe For Work')",85,39,2.1794871794871793
"('Companion Friendly', 'Books')",137,38,3.6052631578947367
"('For female characters', 'Russian')",209,28,7.464285714285714
"('Companion Friendly', 'Unbalanced')",137,32,4.28125
"('Items - Leveled', 'User Interface')",15,39,0.38461538461538464
"('German', 'Locations - Dungeons')",57,29,1.9655172413793103
"('Races - Modified', 'Races - New')",31,22,1.4090909090909092
"('Animation - New', 'New textures')",7,340,0.020588235294117647
"('Fair and balanced', 'Russian')",292,28,10.428571428571429
"('Items - Clutter', 'Locations - Caverns')",46,13,3.5384615384615383
"('Items - Ingredients', 'Locations - Caverns')",21,13,1.6153846153846154
"('NPC Vendors', 'Tutorials for Players')",33,18,1.8333333333333333
"('Animation - Modified', 'Races - New')",17,22,0.7727272727272727
"('Performance Optimization', 'Items - Furniture')",33,19,1.736842105263158
"('Hair', 'English')",13,459,0.02832244008714597
"('Animation - Modified', 'Items - Leveled')",17,15,1.1333333333333333
"('Related to horses', 'Magic - Enchantments')",16,39,0.41025641025641024
"('Clothing', 'Clothing - Female')",85,86,0.9883720930232558
"('English', 'NPCs')",459,115,3.991304347826087
"('New Lands', 'NPCs')",18,115,0.1565217391304348
"('Animation - New', 'Nudity')",7,64,0.109375
"('Related to MLP', 'English')",1,459,0.002178649237472767
"('Related to horses', 'Races - New')",16,22,0.7272727272727273
"('Audio - Music', 'Face models')",26,37,0.7027027027027027
"('For male characters', 'New models')",180,100,1.8
"('New textures', 'Clothing')",340,85,4.0
"('Clothing - Male', 'Locations - Player-Owned')",47,51,0.9215686274509803
"('Performance Optimization', 'Locations - Caverns')",33,13,2.5384615384615383
"('Faction: Thieves Guild', 'NPCs')",3,115,0.02608695652173913
"('Races - Modified', 'Items - Furniture')",31,19,1.631578947368421
"('New models', 'SKSE (Skyrim Script Extender)')",100,27,3.7037037037037037
"('Scripted Events', 'User Interface')",23,39,0.5897435897435898
"('Face models', 'Weapons')",37,176,0.21022727272727273
"('Scripted Events', 'Plants / Foliage')",23,15,1.5333333333333334
"('Cheating', 'Clothing')",50,85,0.5882352941176471
"('Saved games', 'German')",98,57,1.719298245614035
"('Environment - Other', 'Magic - Enchantments')",62,39,1.5897435897435896
"('Related to Movies/TV/Other Games', 'Environment - Other')",64,62,1.032258064516129
"('Related to vampires', 'Creatures')",23,46,0.5
"('Sexy/Skimpy', 'Italian')",103,29,3.5517241379310347
"('Faction: Companions', 'NPCs')",4,115,0.034782608695652174
"('Animation - New', 'Environment - Other')",7,62,0.11290322580645161
"('Performance Optimization', 'Guilds / Factions')",33,20,1.65
"('Related to vampires', 'Fair and balanced')",23,292,0.07876712328767123
"('Companions', 'Environment - Water')",85,10,8.5
"('Video', 'Items - Clutter')",11,46,0.2391304347826087
"('Environment - Water', 'Utilities for Modders')",10,26,0.38461538461538464
"('Saved games', 'Spanish')",98,45,2.1777777777777776
"('New textures', 'Other languages')",340,30,11.333333333333334
"('Russian', 'Locations - Player-Owned')",28,51,0.5490196078431373
"('Russian', 'Items - Leveled')",28,15,1.8666666666666667
"('Official', 'Clothing - Male')",11,47,0.23404255319148937
"('Locations - Buildings', 'Hearthfire')",55,12,4.583333333333333
"('Gameplay Effects/Changes', 'Items - Clutter')",168,46,3.652173913043478
"('Faction: College of Winterhold', 'Fair and balanced')",8,292,0.0273972602739726
"('Environment - Other', 'User Interface')",62,39,1.5897435897435896
"('Animation - Modified', 'Lore-Friendly')",17,322,0.052795031055900624
"('Russian', 'Utilities for Players')",28,63,0.4444444444444444
"('Animation - New', 'Clothing - Male')",7,47,0.14893617021276595
"('Classes component', 'Humor, Joke or Just for Fun')",4,58,0.06896551724137931
"('Environment - Sky', 'NPC Vendors')",21,33,0.6363636363636364
"('Related to horses', 'Polish')",16,23,0.6956521739130435
"('Environment - Other', 'Leveled Lists')",62,21,2.9523809523809526
"('Guilds / Factions', 'Russian')",20,28,0.7142857142857143
"('Fair and balanced', 'Magic - Spells')",292,80,3.65
"('Official', 'NPCs')",11,115,0.09565217391304348
"('Locations - Caverns', 'Weapons')",13,176,0.07386363636363637
"('New textures', 'Clothing - Female')",340,86,3.953488372093023
"('Companions', 'Locations - Dungeons')",85,29,2.9310344827586206
"('For female characters', 'Environment - Water')",209,10,20.9
"('Armor - Shields', 'NPCs')",74,115,0.6434782608695652
"('Compilation', 'Weapons')",16,176,0.09090909090909091
"('Animation - Modified', 'Russian')",17,28,0.6071428571428571
"('Items - Furniture', 'Locations - Player-Owned')",19,51,0.37254901960784315
"('Items - Apparatus', 'Magic - Potions')",22,14,1.5714285714285714
"('Polish', 'Tutorials for Players')",23,18,1.2777777777777777
"('Items - Apparatus', 'NPCs')",22,115,0.19130434782608696
"('Video', 'Tutorials for Players')",11,18,0.6111111111111112
"('Chargen', 'Face models')",26,37,0.7027027027027027
"('Related to Movies/TV/Other Games', 'Japanese')",64,21,3.0476190476190474
"('Armor - Shields', 'Locations - Player-Owned')",74,51,1.4509803921568627
"('Official', 'English')",11,459,0.023965141612200435
"('Animation - New', 'NPC Vendors')",7,33,0.21212121212121213
"('For male characters', 'User Interface')",180,39,4.615384615384615
"('Unbalanced', 'Lore-Friendly')",32,322,0.09937888198757763
"('Gameplay Effects/Changes', 'Locations - Buildings')",168,55,3.0545454545454547
"('Guilds / Factions', 'Not Safe For Work')",20,39,0.5128205128205128
"('Magic - Potions', 'NPCs')",14,115,0.12173913043478261
"('Environment - Other', 'NPC Vendors')",62,33,1.878787878787879
"('New models', 'French')",100,41,2.4390243902439024
"('Cheating', 'Locations - Dungeons')",50,29,1.7241379310344827
"('Environment - Other', 'Items - Furniture')",62,19,3.263157894736842
"('Compilation', 'Clothing - Female')",16,86,0.18604651162790697
"('Environment - Other', 'Polish')",62,23,2.6956521739130435
"('New textures', 'English')",340,459,0.7407407407407407
"('Related to horses', 'Clothing - Male')",16,47,0.3404255319148936
"('Gameplay Effects/Changes', 'Hair')",168,13,12.923076923076923
"('Unbalanced', 'Italian')",32,29,1.103448275862069
"('Chargen', ""Modder's Resource"")",26,68,0.38235294117647056
"('Guilds / Factions', 'Clothing - Female')",20,86,0.23255813953488372
"('Environment - Weather', 'Tutorials for Players')",14,18,0.7777777777777778
"('Environment - Water', 'Creatures')",10,46,0.21739130434782608
"('Not Safe For Work', 'Nudity')",39,64,0.609375
"('Solstheim', 'Dragonborn')",10,41,0.24390243902439024
"('Related to horses', 'Utilities for Players')",16,63,0.25396825396825395
"('Translation', 'English')",110,459,0.23965141612200436
"('Related to vampires', 'Lore-Friendly')",23,322,0.07142857142857142
"('For male characters', 'Environment - Other')",180,62,2.903225806451613
"('Polish', 'Items - Ingredients')",23,21,1.0952380952380953
"('Magic - Spells', 'NPC Vendors')",80,33,2.4242424242424243
"('Birthsigns', 'Magic - Spells')",3,80,0.0375
"('Related to vampires', 'Races - Modified')",23,31,0.7419354838709677
"('Creatures', 'SKSE (Skyrim Script Extender)')",46,27,1.7037037037037037
"('Nudity', 'Clothing')",64,85,0.7529411764705882
"('Magic - Spells', 'Tutorials for Players')",80,18,4.444444444444445
"('For male characters', 'Czech')",180,8,22.5
"('Russian', 'Utilities for Modders')",28,26,1.0769230769230769
"('Face models', 'Locations - World Map')",37,34,1.088235294117647
"('German', 'Items - Apparatus')",57,22,2.590909090909091
"('Performance Optimization', 'Tutorials for Players')",33,18,1.8333333333333333
"('Not Lore-Friendly', 'Dawnguard')",76,33,2.303030303030303
"('Nudity', 'NPCs')",64,115,0.5565217391304348
"('Audio - Voices', 'Italian')",22,29,0.7586206896551724
"('Related to horses', 'Replacer')",16,255,0.06274509803921569
"('Faction: College of Winterhold', 'German')",8,57,0.14035087719298245
"('For male characters', 'Creatures')",180,46,3.9130434782608696
"('Translation', 'Russian')",110,28,3.9285714285714284
"('Spanish', 'SKSE (Skyrim Script Extender)')",45,27,1.6666666666666667
"('Anime', 'Clothing')",27,85,0.3176470588235294
"('Compilation', 'Faction: Thieves Guild')",16,3,5.333333333333333
"('Replacer', 'Environment - Other')",255,62,4.112903225806452
"('Faction: College of Winterhold', 'Spanish')",8,45,0.17777777777777778
"('English', 'Creatures')",459,46,9.978260869565217
"('Environment - Weather', 'Items - Clutter')",14,46,0.30434782608695654
"('Companions', 'New textures')",85,340,0.25
"('Body models', 'Environment - Other')",31,62,0.5
"('Environment - Sky', 'Locations - World Map')",21,34,0.6176470588235294
"('Japanese', 'Polish')",21,23,0.9130434782608695
"('Guilds / Factions', 'Magic - Enchantments')",20,39,0.5128205128205128
"('Environment - Other', 'Japanese')",62,21,2.9523809523809526
"('Related to horses', 'Weapons')",16,176,0.09090909090909091
"('Italian', 'Locations - Caverns')",29,13,2.230769230769231
"('Companions', 'Magic - Enchantments')",85,39,2.1794871794871793
"('Gameplay Effects/Changes', 'Nudity')",168,64,2.625
"('Classes component', 'Locations - Dungeons')",4,29,0.13793103448275862
"('Environment - Water', 'Clothing')",10,85,0.11764705882352941
"('Other languages', 'Dawnguard')",30,33,0.9090909090909091
"('Audio - Voices', 'English')",22,459,0.04793028322440087
"('Japanese', 'Magic - Spells')",21,80,0.2625
"('Quests', 'Items - Furniture')",25,19,1.3157894736842106
"('Translation', 'NPCs')",110,115,0.9565217391304348
"('Body models', ""Modder's Resource"")",31,68,0.45588235294117646
"('Anime', 'Nudity')",27,64,0.421875
"('Related to Movies/TV/Other Games', 'Polish')",64,23,2.782608695652174
"('For male characters', 'Armor - Shields')",180,74,2.4324324324324325
"('Body models', 'Not Safe For Work')",31,39,0.7948717948717948
"('Lore-Friendly', 'Creatures - Rideable')",322,5,64.4
"('Items - Furniture', 'Hearthfire')",19,12,1.5833333333333333
"('Companion Friendly', 'Tutorials for Modders')",137,12,11.416666666666666
"('Races - Modified', 'Humor, Joke or Just for Fun')",31,58,0.5344827586206896
"('Companions', 'Leveled Lists')",85,21,4.0476190476190474
"('Fair and balanced', 'English')",292,459,0.6361655773420479
"('Gameplay Effects/Changes', 'Unbalanced')",168,32,5.25
"('Unbalanced', ""Modder's Resource"")",32,68,0.47058823529411764
"('Armor - Shields', 'Clothing')",74,85,0.8705882352941177
"('Quests', 'Scripted Events')",25,23,1.0869565217391304
"('Chargen', 'English')",26,459,0.05664488017429194
"('Locations - Caverns', 'Dragonborn')",13,41,0.3170731707317073
"('Body models', 'Hair')",31,13,2.3846153846153846
"('Books', 'Plants / Foliage')",38,15,2.533333333333333
"('Replacer', 'Audio - Sound FX')",255,40,6.375
"('English', 'Locations - Caverns')",459,13,35.30769230769231
"('Scripted Events', ""Modder's Resource"")",23,68,0.3382352941176471
"('Lore-Friendly', 'German')",322,57,5.649122807017544
"('Replacer', 'Unrealistic')",255,57,4.473684210526316
"('English', 'Other languages')",459,30,15.3
"('Faction: Dark Brotherhood', 'Guilds / Factions')",5,20,0.25
"('For female characters', 'Environment - Other')",209,62,3.370967741935484
"('Official', 'Armor - Shields')",11,74,0.14864864864864866
"('Body models', 'Unrealistic')",31,57,0.543859649122807
"('Related to vampires', 'Audio - Music')",23,26,0.8846153846153846
"('Saved games', 'Items - Apparatus')",98,22,4.454545454545454
"('Official', 'Environment - Other')",11,62,0.1774193548387097
"('Performance Optimization', 'Humor, Joke or Just for Fun')",33,58,0.5689655172413793
"('Sexy/Skimpy', 'Dragonborn')",103,41,2.5121951219512195
"('Compilation', 'Dawnguard')",16,33,0.48484848484848486
"('Creatures', 'Magic - Potions')",46,14,3.2857142857142856
"('Quests', 'Clothing')",25,85,0.29411764705882354
"('Fair and balanced', 'Italian')",292,29,10.068965517241379
"('Related to horses', 'Locations - World Map')",16,34,0.47058823529411764
"('For male characters', 'Polish')",180,23,7.826086956521739
"('Weapons', 'User Interface')",176,39,4.512820512820513
"('Companion Friendly', 'Non-Playable Resource')",137,18,7.611111111111111
"('For female characters', 'Anime')",209,27,7.7407407407407405
"('Birthsigns', 'Environment - Water')",3,10,0.3
"('Fair and balanced', 'Plants / Foliage')",292,15,19.466666666666665
"('Related to Movies/TV/Other Games', 'Unrealistic')",64,57,1.1228070175438596
"('Companion Friendly', 'Classes component')",137,4,34.25
"('Other languages', 'NPCs')",30,115,0.2608695652173913
"('Gameplay Effects/Changes', 'Audio - Voices')",168,22,7.636363636363637
"('Classes component', 'Guilds / Factions')",4,20,0.2
"('Items - Furniture', 'Locations - Dungeons')",19,29,0.6551724137931034
"('Performance Optimization', 'Magic - Potions')",33,14,2.357142857142857
"('Clothing - Male', 'Dawnguard')",47,33,1.4242424242424243
"('For male characters', 'Official')",180,11,16.363636363636363
"('Creatures', 'Items - Clutter')",46,46,1.0
"('Unrealistic', 'Magic - Spells')",57,80,0.7125
"('Lore-Friendly', 'Utilities for Modders')",322,26,12.384615384615385
"('Saved games', 'Clothing')",98,85,1.1529411764705881
"('Armor - Shields', 'Locations - Dungeons')",74,29,2.5517241379310347
"('Environment - Sky', 'Weapons')",21,176,0.11931818181818182
"('Related to vampires', 'Clothing - Male')",23,47,0.48936170212765956
"('Companion Friendly', 'Armor - Shields')",137,74,1.8513513513513513
"('Items - Furniture', 'Plants / Foliage')",19,15,1.2666666666666666
"('Environment - Water', 'Creatures - Rideable')",10,5,2.0
"('Solstheim', 'Magic - Enchantments')",10,39,0.2564102564102564
"('Related to Movies/TV/Other Games', 'Items - Leveled')",64,15,4.266666666666667
"('Quests', 'Weapons')",25,176,0.14204545454545456
"('For female characters', 'Video')",209,11,19.0
"('Audio - Voices', 'Not Safe For Work')",22,39,0.5641025641025641
"('NPCs', 'User Interface')",115,39,2.948717948717949
"('French', 'Magic - Potions')",41,14,2.9285714285714284
"('Face models', 'Lore-Friendly')",37,322,0.11490683229813664
"('Unbalanced', 'Utilities for Players')",32,63,0.5079365079365079
"('Items - Furniture', 'Tutorials for Modders')",19,12,1.5833333333333333
"('Locations - Buildings', 'Tutorials for Players')",55,18,3.0555555555555554
"('Companions', 'Tutorials for Players')",85,18,4.722222222222222
"('Companion Friendly', 'User Interface')",137,39,3.5128205128205128
"('Solstheim', 'Animation - Modified')",10,17,0.5882352941176471
"('Related to vampires', 'English')",23,459,0.05010893246187364
"('Armor - Shields', 'Items - Leveled')",74,15,4.933333333333334
"('New Lands', 'Humor, Joke or Just for Fun')",18,58,0.3103448275862069
"('Face models', 'Items - Clutter')",37,46,0.8043478260869565
"('Environment - Sky', 'Unrealistic')",21,57,0.3684210526315789
"('Related to vampires', 'Replacer')",23,255,0.09019607843137255
"('Books', 'Magic - Potions')",38,14,2.7142857142857144
"('Related to horses', 'Items - Clutter')",16,46,0.34782608695652173
"('Humor, Joke or Just for Fun', 'Unrealistic')",58,57,1.0175438596491229
"('Companion Friendly', 'For female characters')",137,209,0.6555023923444976
"('Audio - Sound FX', 'Locations - Dungeons')",40,29,1.3793103448275863
"('For female characters', 'English')",209,459,0.4553376906318083
"('Chargen', 'Not Lore-Friendly')",26,76,0.34210526315789475
"('Cheating', 'NPC Trainers')",50,8,6.25
"('Chargen', 'Magic - Spells')",26,80,0.325
"('Books', 'NPC Vendors')",38,33,1.1515151515151516
"('Related to vampires', 'Locations - World Map')",23,34,0.6764705882352942
"('Lighting', 'Races - Modified')",38,31,1.2258064516129032
"('Audio - Sound FX', 'Clothing - Female')",40,86,0.46511627906976744
"('Items - Ingredients', 'SKSE (Skyrim Script Extender)')",21,27,0.7777777777777778
"('Chargen', 'Locations - Dungeons')",26,29,0.896551724137931
"('Animation - Modified', 'Body models')",17,31,0.5483870967741935
"('Items - Apparatus', 'Locations - Caverns')",22,13,1.6923076923076923
"('Chargen', 'Fair and balanced')",26,292,0.08904109589041095
"('Animation - New', 'Environment - Water')",7,10,0.7
"('Polish', 'Creatures - Rideable')",23,5,4.6
"('Video', 'Lore-Friendly')",11,322,0.034161490683229816
"('Not Lore-Friendly', 'Clothing - Male')",76,47,1.6170212765957446
"('New models', 'Magic - Enchantments')",100,39,2.5641025641025643
"('Fair and balanced', 'SKSE (Skyrim Script Extender)')",292,27,10.814814814814815
"('Related to Movies/TV/Other Games', 'User Interface')",64,39,1.641025641025641
"('Locations - Buildings', 'Dragonborn')",55,41,1.3414634146341464
"('Italian', 'Creatures - Rideable')",29,5,5.8
"('Clothing - Male', 'Non-Playable Resource')",47,18,2.611111111111111
"('Other languages', 'Utilities for Modders')",30,26,1.1538461538461537
"('For male characters', 'SKSE (Skyrim Script Extender)')",180,27,6.666666666666667
"('Gameplay Effects/Changes', 'Races - New')",168,22,7.636363636363637
"('Environment - Sky', 'Magic - Potions')",21,14,1.5
"('Performance Optimization', 'Environment - Water')",33,10,3.3
"('Animation - Modified', 'Audio - Sound FX')",17,40,0.425
"('Related to vampires', 'French')",23,41,0.5609756097560976
"('Poses', 'English')",5,459,0.010893246187363835
"('New models', 'Locations - Caverns')",100,13,7.6923076923076925
"('Animation - Modified', 'Tutorials for Players')",17,18,0.9444444444444444
"('Companion Friendly', 'Faction: Companions')",137,4,34.25
"('Chargen', 'Other languages')",26,30,0.8666666666666667
"('Compilation', 'Unrealistic')",16,57,0.2807017543859649
"('Quests', 'Items - Ingredients')",25,21,1.1904761904761905
"('Performance Optimization', 'Magic - Spells')",33,80,0.4125
"('Companions', 'Performance Optimization')",85,33,2.5757575757575757
"('Video', ""Modder's Resource"")",11,68,0.16176470588235295
"('Guilds / Factions', 'French')",20,41,0.4878048780487805
"('Translation', 'German')",110,57,1.9298245614035088
