Tag_Tuple,Tag1_Count,Tag2_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Gameplay Effects/Changes', 'Companion - Zevran')",257,82,0.035177,0.011224,0.001916,0.0464
"('English', 'Magic - Enchantments')",509,19,0.069669,0.002601,0.001095,0.072269
"('For DAO', 'Official')",213,3,0.029154,0.000411,0.000411,0.029565
"('French', 'Magic - Enchantments')",21,19,0.002874,0.002601,0.000137,0.005475
"('Scripted Events', 'Locations - Buildings')",76,27,0.010402,0.003696,0.000684,0.014098
"('For DAO', 'Companion - New - Male')",213,35,0.029154,0.004791,0.000958,0.033945
"('Companion - Leliana', 'Russian')",117,32,0.016014,0.00438,0.000411,0.020394
"('Related to Movies/TV/Other Games', 'Utilities for Players')",59,77,0.008076,0.010539,0.000274,0.018615
"('New Lands', 'Books')",22,16,0.003011,0.00219,0.000411,0.005201
"('Singleplayer Campaign', 'Items - Apparatus')",183,15,0.025048,0.002053,0.000958,0.027101
"('New textures', 'Magic - Spells')",290,62,0.039693,0.008486,0.000547,0.04818
"('Companion - Loghain', 'Companion - Wynne')",21,46,0.002874,0.006296,0.001916,0.009171
"('Items - Ingredients', 'NPCs')",7,150,0.000958,0.020531,0.000137,0.021489
"('Related to Movies/TV/Other Games', 'Companion - Wynne')",59,46,0.008076,0.006296,0.000411,0.014372
"('Replacer', 'Races - New')",401,6,0.054886,0.000821,0.000547,0.055708
"('Companion - New - Female', 'Locations - Buildings')",34,27,0.004654,0.003696,0.000274,0.008349
"('Fair and balanced', 'German')",44,44,0.006022,0.006022,0.000411,0.012045
"('Environment - Sky', 'English')",3,509,0.000411,0.069669,0.000274,0.070079
"('Companion - Alistair', 'Tutorials for Players')",102,12,0.013961,0.001642,0.000137,0.015604
"('Scripted Events', 'Items - Clutter')",76,20,0.010402,0.002737,0.000411,0.01314
"('Companion - Dog', 'Lore-Friendly')",21,295,0.002874,0.040378,0.000821,0.043252
"('For DAA', 'Clothing - Female')",49,31,0.006707,0.004243,0.000547,0.01095
"('New models', 'Anime')",123,6,0.016835,0.000821,0.000137,0.017657
"('Companion Friendly', 'Anime')",61,6,0.008349,0.000821,0.000137,0.009171
"('Companion - Mhairi', 'Polish')",7,26,0.000958,0.003559,0.000137,0.004517
"('Sexy/Skimpy', 'Clothing - Male')",11,25,0.001506,0.003422,0.000137,0.004927
"('Performance Optimization', 'Utilities for Players')",1,77,0.000137,0.010539,0.000137,0.010676
"('Not Lore-Friendly', 'German')",24,44,0.003285,0.006022,0.000137,0.009307
"('Face models', 'Magic - Enchantments')",417,19,0.057076,0.002601,0.000274,0.059677
"('Gameplay Effects/Changes', 'Clothing - Female')",257,31,0.035177,0.004243,0.000137,0.03942
"('Companion - Oghren', 'Locations - Dungeons')",32,13,0.00438,0.001779,0.000137,0.006159
"('Related to Movies/TV/Other Games', 'Clothing')",59,109,0.008076,0.014919,0.000958,0.022995
"('Italian', 'NPC Vendors')",21,43,0.002874,0.005886,0.000274,0.00876
"('Companion - Dog', 'Companion - New - Male')",21,35,0.002874,0.004791,0.000547,0.007665
"('For DAA', 'Performance Optimization')",49,1,0.006707,0.000137,0.000137,0.006844
"('Companion - Zevran', 'Weapons')",82,227,0.011224,0.03107,0.000684,0.042294
"('Companion - Sten', 'Sexy/Skimpy')",44,11,0.006022,0.001506,0.000137,0.007528
"('Sexy/Skimpy', 'Armor - Shields')",11,79,0.001506,0.010813,0.000411,0.012319
"('Lighting', 'New textures')",4,290,0.000547,0.039693,0.000274,0.040241
"('Companion Friendly', 'Unbalanced')",61,6,0.008349,0.000821,0.000274,0.009171
"('Races - Modified', 'Weapons')",17,227,0.002327,0.03107,0.000137,0.033397
"('Hair', 'Lore-Friendly')",83,295,0.011361,0.040378,0.003969,0.051738
"('Audio - Sound FX', 'Locations - Caverns')",23,6,0.003148,0.000821,0.000411,0.003969
"('Companion - Leliana', ""Modder's Resource"")",117,84,0.016014,0.011497,0.000547,0.027512
"('Face models', 'NPC Vendors')",417,43,0.057076,0.005886,0.000411,0.062962
"('Replacer', 'Companion - Alistair')",401,102,0.054886,0.013961,0.005749,0.068848
"('New textures', 'Video')",290,44,0.039693,0.006022,0.001232,0.045716
"('Fair and balanced', 'NPC Vendors')",44,43,0.006022,0.005886,0.000411,0.011908
"('For DAA', 'Clothing - Male')",49,25,0.006707,0.003422,0.000547,0.010129
"('Replacer', 'Singleplayer Campaign')",401,183,0.054886,0.025048,0.006433,0.079934
"('Singleplayer Campaign', 'Magic - Enchantments')",183,19,0.025048,0.002601,0.000684,0.027649
"('Companion - Sten', 'Utilities for Players')",44,77,0.006022,0.010539,0.000274,0.016562
"('Related to Movies/TV/Other Games', 'Companion - Velanna')",59,13,0.008076,0.001779,0.000411,0.009855
"('Video', 'Clothing - Male')",44,25,0.006022,0.003422,0.000137,0.009444
"('NPC Vendors', 'Non-Playable Resource')",43,21,0.005886,0.002874,0.000137,0.00876
"('Replacer', 'Italian')",401,21,0.054886,0.002874,0.001095,0.057761
"('Gameplay Effects/Changes', 'Companion - Sten')",257,44,0.035177,0.006022,0.000958,0.041199
"('Companion - Justice', 'Companion - Alistair')",12,102,0.001642,0.013961,0.000821,0.015604
"('Companion - Wynne', 'Video')",46,44,0.006296,0.006022,0.000274,0.012319
"('Companion - Nathaniel', 'NPCs')",11,150,0.001506,0.020531,0.000684,0.022037
"('Companion - Dog', 'Video')",21,44,0.002874,0.006022,0.000274,0.008897
"('Companion - Morrigan', 'Magic - Enchantments')",102,19,0.013961,0.002601,0.000137,0.016562
"('Companion Friendly', ""Modder's Resource"")",61,84,0.008349,0.011497,0.000958,0.019847
"('Chargen', 'Utilities for Modders')",136,36,0.018615,0.004927,0.000411,0.023542
"('Companion - Alistair', 'Companion - Shale')",102,10,0.013961,0.001369,0.000684,0.01533
"('Companion - Alistair', 'NPC Vendors')",102,43,0.013961,0.005886,0.000684,0.019847
"('Audio - Voices', 'Lore-Friendly')",19,295,0.002601,0.040378,0.001095,0.042978
"('For DA2', 'Utilities for Players')",7,77,0.000958,0.010539,0.000137,0.011497
"('New textures', 'Utilities for Players')",290,77,0.039693,0.010539,0.001369,0.050233
"('Related to Movies/TV/Other Games', 'Audio - Music')",59,11,0.008076,0.001506,0.000137,0.009581
"('Animation - Modified', 'Environment - Other')",37,18,0.005064,0.002464,0.000274,0.007528
"('Companions', 'Companion - Justice')",259,12,0.03545,0.001642,0.000547,0.037093
"('Spanish', 'NPC Vendors')",26,43,0.003559,0.005886,0.000547,0.009444
"('Replacer', 'Clothing')",401,109,0.054886,0.014919,0.005612,0.069806
"('Audio - Sound FX', 'Utilities for Players')",23,77,0.003148,0.010539,0.000137,0.013687
"('For male characters', 'Official')",234,3,0.032028,0.000411,0.000137,0.032439
"('Spanish', 'Magic - Enchantments')",26,19,0.003559,0.002601,0.000137,0.006159
"('Face models', 'Lighting')",417,4,0.057076,0.000547,0.000137,0.057624
"('Companions', 'Video')",259,44,0.03545,0.006022,0.00219,0.041473
"('Compilation', 'New textures')",6,290,0.000821,0.039693,0.000137,0.040515
"('Companion Friendly', 'Items - Ingredients')",61,7,0.008349,0.000958,0.000137,0.009307
"('Spanish', 'Weapons')",26,227,0.003559,0.03107,0.000547,0.034629
"('For male characters', 'Skills')",234,54,0.032028,0.007391,0.000411,0.03942
"('Animation - Modified', 'Utilities for Players')",37,77,0.005064,0.010539,0.000137,0.015604
"('Companion Friendly', 'Animation - New')",61,29,0.008349,0.003969,0.000411,0.012319
"('Polish', 'Armor - Shields')",26,79,0.003559,0.010813,0.000137,0.014372
"('Audio - Music', 'German')",11,44,0.001506,0.006022,0.000411,0.007528
"('German', 'Clothing - Female')",44,31,0.006022,0.004243,0.000137,0.010266
"('For male characters', 'Scripted Events')",234,76,0.032028,0.010402,0.001232,0.042431
"('For DAA', 'Singleplayer Campaign')",49,183,0.006707,0.025048,0.000821,0.031755
"('Companion - Nathaniel', 'Companion - Sten')",11,44,0.001506,0.006022,0.000411,0.007528
"('Quests', 'Items - Apparatus')",59,15,0.008076,0.002053,0.000274,0.010129
"('Audio - Music', 'Clothing - Male')",11,25,0.001506,0.003422,0.000137,0.004927
"('Magic - Spells', 'NPC Vendors')",62,43,0.008486,0.005886,0.000411,0.014372
"('Companion - Dog', 'Books')",21,16,0.002874,0.00219,0.000137,0.005064
"('Sexy/Skimpy', 'Weapons')",11,227,0.001506,0.03107,0.000137,0.032576
"('Italian', 'Utilities for Players')",21,77,0.002874,0.010539,0.000274,0.013414
"('Fair and balanced', 'New Lands')",44,22,0.006022,0.003011,0.000411,0.009034
"('For DAA', 'Items - Apparatus')",49,15,0.006707,0.002053,0.000137,0.00876
"('Companion - New - Male', 'Hair')",35,83,0.004791,0.011361,0.001095,0.016151
"('Classes component', 'Items - Apparatus')",31,15,0.004243,0.002053,0.000137,0.006296
"('For male characters', 'Spanish')",234,26,0.032028,0.003559,0.000958,0.035587
"('For DAO', 'Replacer')",213,401,0.029154,0.054886,0.006844,0.084041
"('Audio - Voices', 'Scripted Events')",19,76,0.002601,0.010402,0.000958,0.013003
"('For female characters', 'Companion - New - Male')",271,35,0.037093,0.004791,0.000547,0.041883
"('For DAA', 'For DAO')",49,213,0.006707,0.029154,0.005064,0.035861
"('Chargen', 'Tutorials for Players')",136,12,0.018615,0.001642,0.000137,0.020257
"('Compilation', 'Companion - Loghain')",6,21,0.000821,0.002874,0.000137,0.003696
"('Companion - Sten', 'Items - Apparatus')",44,15,0.006022,0.002053,0.000137,0.008076
"('For male characters', 'Companion - Nathaniel')",234,11,0.032028,0.001506,0.000274,0.033534
"('Chargen', 'Quests')",136,59,0.018615,0.008076,0.000547,0.02669
"('Saved games', 'Japanese')",85,15,0.011634,0.002053,0.000137,0.013687
"('Companion - Shale', 'Items - Furniture')",10,14,0.001369,0.001916,0.000137,0.003285
"('Items - Apparatus', 'Utilities for Players')",15,77,0.002053,0.010539,0.000274,0.012592
"('Performance Optimization', 'Clothing - Female')",1,31,0.000137,0.004243,0.000137,0.00438
"('For DAO', 'Cheating')",213,106,0.029154,0.014509,0.000821,0.043663
"('For DAO', 'Anime')",213,6,0.029154,0.000821,0.000274,0.029975
"('Hair', 'Races - Modified')",83,17,0.011361,0.002327,0.000958,0.013687
"('Companion - Morrigan', 'Unrealistic')",102,6,0.013961,0.000821,0.000137,0.014782
"('Japanese', 'Clothing - Male')",15,25,0.002053,0.003422,0.000137,0.005475
"('For female characters', 'Locations - Caverns')",271,6,0.037093,0.000821,0.000274,0.037914
"('Video', 'Plants / Foliage')",44,3,0.006022,0.000411,0.000137,0.006433
"('Items - Furniture', 'Locations - Dungeons')",14,13,0.001916,0.001779,0.000274,0.003696
"('New models', 'Skills')",123,54,0.016835,0.007391,0.000411,0.024227
"('Video', 'Weapons')",44,227,0.006022,0.03107,0.000547,0.037093
"('Companion Friendly', 'Humor, Joke or Just for Fun')",61,16,0.008349,0.00219,0.000137,0.010539
"('Face models', 'Hair')",417,83,0.057076,0.011361,0.008076,0.068437
"('Companion - Wynne', 'NPC Vendors')",46,43,0.006296,0.005886,0.000411,0.012182
"('Scripted Events', 'Spanish')",76,26,0.010402,0.003559,0.000547,0.013961
"('Face models', 'Polish')",417,26,0.057076,0.003559,0.000547,0.060635
"('For male characters', 'New textures')",234,290,0.032028,0.039693,0.012319,0.071722
"('Lighting', 'Clothing - Male')",4,25,0.000547,0.003422,0.000137,0.003969
"('Weapons', 'Utilities for Players')",227,77,0.03107,0.010539,0.000547,0.04161
"('New textures', 'NPC Vendors')",290,43,0.039693,0.005886,0.001232,0.045579
"('Companion - Alistair', 'Environment - Other')",102,18,0.013961,0.002464,0.000274,0.016425
"('Books', 'Items - Clutter')",16,20,0.00219,0.002737,0.000274,0.004927
"('Companion - Zevran', 'Singleplayer Campaign')",82,183,0.011224,0.025048,0.00219,0.036272
"('Compilation', 'Gameplay Effects/Changes')",6,257,0.000821,0.035177,0.000411,0.035998
"('Body models', 'Weapons')",30,227,0.004106,0.03107,0.000411,0.035177
"('Companion - Zevran', 'Face models')",82,417,0.011224,0.057076,0.006159,0.0683
"('Singleplayer Campaign', 'Other languages')",183,5,0.025048,0.000684,0.000274,0.025732
"('Companion - Leliana', 'Audio - Sound FX')",117,23,0.016014,0.003148,0.000684,0.019162
"('Cheating', 'NPCs')",106,150,0.014509,0.020531,0.000411,0.03504
"('Animation - New', 'Clothing')",29,109,0.003969,0.014919,0.000274,0.018889
"('Locations - Dungeons', ""Modder's Resource"")",13,84,0.001779,0.011497,0.000274,0.013277
"('Anime', 'Sexy/Skimpy')",6,11,0.000821,0.001506,0.000137,0.002327
"('Companion Friendly', 'Video')",61,44,0.008349,0.006022,0.000684,0.014372
"('Companion - Oghren', 'Magic - Spells')",32,62,0.00438,0.008486,0.000274,0.012866
"('Related to Movies/TV/Other Games', 'New Lands')",59,22,0.008076,0.003011,0.000137,0.011087
"('Companions', 'Items - Ingredients')",259,7,0.03545,0.000958,0.000274,0.036408
"('Companion - New - Male', 'Utilities for Players')",35,77,0.004791,0.010539,0.000274,0.01533
"('For DAO', 'Related to Movies/TV/Other Games')",213,59,0.029154,0.008076,0.000958,0.03723
"('French', 'Non-Playable Resource')",21,21,0.002874,0.002874,0.000137,0.005749
"('Singleplayer Campaign', 'Polish')",183,26,0.025048,0.003559,0.000547,0.028607
"('Unbalanced', 'Creatures')",6,41,0.000821,0.005612,0.000137,0.006433
"('Skills', 'Clothing - Male')",54,25,0.007391,0.003422,0.000137,0.010813
"('Companion - Justice', 'Sexy/Skimpy')",12,11,0.001642,0.001506,0.000137,0.003148
"('Chargen', 'For male characters')",136,234,0.018615,0.032028,0.000684,0.050643
"('Companion - Shale', 'Face models')",10,417,0.001369,0.057076,0.000684,0.058445
"('Related to Movies/TV/Other Games', 'Unrealistic')",59,6,0.008076,0.000821,0.000137,0.008897
"('Body models', 'German')",30,44,0.004106,0.006022,0.000137,0.010129
"('Environment - Other', 'NPCs')",18,150,0.002464,0.020531,0.001095,0.022995
"('Creatures', 'NPCs')",41,150,0.005612,0.020531,0.002737,0.026143
"('Classes component', 'Utilities for Players')",31,77,0.004243,0.010539,0.000137,0.014782
"('Gameplay Effects/Changes', 'Creatures')",257,41,0.035177,0.005612,0.002601,0.040788
"('Companion - Shale', 'Audio - Music')",10,11,0.001369,0.001506,0.000137,0.002874
"('Companion - Wynne', 'Books')",46,16,0.006296,0.00219,0.000137,0.008486
"('Gameplay Effects/Changes', 'New Lands')",257,22,0.035177,0.003011,0.000274,0.038188
"('Czech', 'German')",5,44,0.000684,0.006022,0.000684,0.006707
"('For DAA', 'User Interface')",49,38,0.006707,0.005201,0.000411,0.011908
"('Companion - Sten', 'NPCs')",44,150,0.006022,0.020531,0.001232,0.026554
"('Chargen', ""Modder's Resource"")",136,84,0.018615,0.011497,0.001095,0.030112
"('New models', 'NPC Vendors')",123,43,0.016835,0.005886,0.000411,0.022721
"('Companion - Mhairi', 'Companion - Nathaniel')",7,11,0.000958,0.001506,0.000547,0.002464
"('Russian', 'Non-Playable Resource')",32,21,0.00438,0.002874,0.000137,0.007254
"('Companion - Oghren', 'Companion - Shale')",32,10,0.00438,0.001369,0.000547,0.005749
"('Companion - Sigrun', 'Companion - Wynne')",11,46,0.001506,0.006296,0.000547,0.007802
"('Items - Clutter', 'Magic - Spells')",20,62,0.002737,0.008486,0.000547,0.011224
"('Companion - Loghain', 'Magic - Spells')",21,62,0.002874,0.008486,0.000137,0.011361
"('German', 'NPC Vendors')",44,43,0.006022,0.005886,0.000547,0.011908
"('New textures', 'Books')",290,16,0.039693,0.00219,0.000411,0.041883
"('Related to Movies/TV/Other Games', 'Items - Apparatus')",59,15,0.008076,0.002053,0.000137,0.010129
"('Quests', 'NPC Vendors')",59,43,0.008076,0.005886,0.001369,0.013961
"('Body models', 'Environment - Other')",30,18,0.004106,0.002464,0.000411,0.00657
"('Fair and balanced', 'Non-Playable Resource')",44,21,0.006022,0.002874,0.000274,0.008897
"('Companion - Morrigan', 'Animation - New')",102,29,0.013961,0.003969,0.000411,0.01793
"('Companion - Zevran', 'Items - Furniture')",82,14,0.011224,0.001916,0.000137,0.01314
"('Compilation', 'For DAA')",6,49,0.000821,0.006707,0.000411,0.007528
"('Lore-Friendly', 'Locations - Dungeons')",295,13,0.040378,0.001779,0.000411,0.042157
"('English', 'Items - Apparatus')",509,15,0.069669,0.002053,0.001095,0.071722
"('Audio - Voices', 'NPCs')",19,150,0.002601,0.020531,0.001095,0.023132
"('Unbalanced', 'Locations - Buildings')",6,27,0.000821,0.003696,0.000137,0.004517
"('Companion - Wynne', 'User Interface')",46,38,0.006296,0.005201,0.000274,0.011497
"('Singleplayer Campaign', 'Weapons')",183,227,0.025048,0.03107,0.003969,0.056118
"('Animation - New', 'Spanish')",29,26,0.003969,0.003559,0.000274,0.007528
"('Audio - Music', 'Quests')",11,59,0.001506,0.008076,0.000274,0.009581
"('Body models', 'Utilities for Players')",30,77,0.004106,0.010539,0.000274,0.014645
"('Companion - Dog', 'Companion - Oghren')",21,32,0.002874,0.00438,0.000821,0.007254
"('Compilation', 'Russian')",6,32,0.000821,0.00438,0.000411,0.005201
"('Cheating', 'Hair')",106,83,0.014509,0.011361,0.000137,0.025869
"('Locations - Buildings', 'Magic - Enchantments')",27,19,0.003696,0.002601,0.000137,0.006296
"('Gameplay Effects/Changes', 'Cheating')",257,106,0.035177,0.014509,0.00657,0.049685
"('Unbalanced', 'Companion - Sten')",6,44,0.000821,0.006022,0.000137,0.006844
"('Audio - Sound FX', 'Hair')",23,83,0.003148,0.011361,0.000547,0.014509
"('Companion - Leliana', 'Creatures')",117,41,0.016014,0.005612,0.000411,0.021626
"(""Modder's Resource"", 'Non-Playable Resource')",84,21,0.011497,0.002874,0.001232,0.014372
"('For male characters', 'Clothing - Male')",234,25,0.032028,0.003422,0.002464,0.03545
"('Other languages', 'NPCs')",5,150,0.000684,0.020531,0.000137,0.021215
"('Books', 'NPC Vendors')",16,43,0.00219,0.005886,0.000684,0.008076
"('Face models', 'Items - Apparatus')",417,15,0.057076,0.002053,0.000274,0.059129
"('Companion - Zevran', 'Quests')",82,59,0.011224,0.008076,0.000274,0.019299
"('Audio - Sound FX', 'Items - Furniture')",23,14,0.003148,0.001916,0.000274,0.005064
"('Companion - Leliana', 'Companion - Wynne')",117,46,0.016014,0.006296,0.00438,0.02231
"('English', 'Russian')",509,32,0.069669,0.00438,0.003832,0.074049
"('Companion - Anders', 'Weapons')",14,227,0.001916,0.03107,0.000274,0.032987
"('Animation - New', 'Singleplayer Campaign')",29,183,0.003969,0.025048,0.001779,0.029017
"('Replacer', 'Fair and balanced')",401,44,0.054886,0.006022,0.001232,0.060909
"('Companion - Morrigan', 'Plants / Foliage')",102,3,0.013961,0.000411,0.000137,0.014372
"('Czech', 'Other languages')",5,5,0.000684,0.000684,0.000547,0.001369
"('Official', 'English')",3,509,0.000411,0.069669,0.000411,0.070079
"('For male characters', 'Companion - Dog')",234,21,0.032028,0.002874,0.000684,0.034903
"('Companion - Sten', 'Books')",44,16,0.006022,0.00219,0.000274,0.008212
"('Audio - Sound FX', 'Classes component')",23,31,0.003148,0.004243,0.000547,0.007391
"('German', 'Creatures')",44,41,0.006022,0.005612,0.000411,0.011634
"('Companion - Oghren', 'Scripted Events')",32,76,0.00438,0.010402,0.000411,0.014782
"('For female characters', 'Armor - Shields')",271,79,0.037093,0.010813,0.007117,0.047906
"('Companion - Zevran', 'Items - Ingredients')",82,7,0.011224,0.000958,0.000137,0.012182
"('Magic - Spells', 'User Interface')",62,38,0.008486,0.005201,0.000137,0.013687
"('Audio - Music', 'Books')",11,16,0.001506,0.00219,0.000274,0.003696
"('Companion - Wynne', 'Clothing - Female')",46,31,0.006296,0.004243,0.000547,0.010539
"('Russian', 'Plants / Foliage')",32,3,0.00438,0.000411,0.000137,0.004791
"('Companion - Alistair', 'German')",102,44,0.013961,0.006022,0.000274,0.019984
"('Face models', 'Russian')",417,32,0.057076,0.00438,0.000821,0.061456
"('For female characters', 'Utilities for Players')",271,77,0.037093,0.010539,0.000547,0.047632
"('Armor - Shields', 'NPCs')",79,150,0.010813,0.020531,0.001232,0.031344
"('Singleplayer Campaign', 'Plants / Foliage')",183,3,0.025048,0.000411,0.000411,0.025459
"('Armor - Shields', 'Magic - Spells')",79,62,0.010813,0.008486,0.000274,0.019299
"('German', 'Locations - World Map')",44,18,0.006022,0.002464,0.000274,0.008486
"('For female characters', 'Polish')",271,26,0.037093,0.003559,0.000821,0.040652
"('Other languages', 'Clothing')",5,109,0.000684,0.014919,0.000137,0.015604
"('For male characters', 'Singleplayer Campaign')",234,183,0.032028,0.025048,0.00438,0.057076
"('Companion - Morrigan', 'Singleplayer Campaign')",102,183,0.013961,0.025048,0.002601,0.039009
"('Companion - Leliana', 'Skills')",117,54,0.016014,0.007391,0.000137,0.023405
"('Spanish', 'NPCs')",26,150,0.003559,0.020531,0.000274,0.02409
"('Classes component', 'Lore-Friendly')",31,295,0.004243,0.040378,0.001095,0.044621
"('New textures', 'Quests')",290,59,0.039693,0.008076,0.000958,0.047769
"('Companion - Morrigan', 'Items - Clutter')",102,20,0.013961,0.002737,0.000137,0.016699
"('Companions', 'Replacer')",259,401,0.03545,0.054886,0.017109,0.090337
"('New models', 'Sexy/Skimpy')",123,11,0.016835,0.001506,0.000274,0.018341
"('Chargen', 'Companion - Wynne')",136,46,0.018615,0.006296,0.000547,0.024911
"('For DAA', 'Armor - Shields')",49,79,0.006707,0.010813,0.000958,0.01752
"('Cheating', 'Clothing - Male')",106,25,0.014509,0.003422,0.000274,0.01793
"('Face models', 'New Lands')",417,22,0.057076,0.003011,0.000547,0.060088
"('Companion - Sten', 'Items - Furniture')",44,14,0.006022,0.001916,0.000137,0.007939
"('Locations - Dungeons', 'Weapons')",13,227,0.001779,0.03107,0.000547,0.03285
"('Companion - Wynne', 'Clothing - Male')",46,25,0.006296,0.003422,0.000547,0.009718
"('German', 'Plants / Foliage')",44,3,0.006022,0.000411,0.000137,0.006433
"('Companion - Sigrun', 'New models')",11,123,0.001506,0.016835,0.000274,0.018341
"('Hair', 'Russian')",83,32,0.011361,0.00438,0.000137,0.01574
"('Companion - Dog', 'Weapons')",21,227,0.002874,0.03107,0.000411,0.033945
"('Companions', 'NPCs')",259,150,0.03545,0.020531,0.008623,0.055981
"('Replacer', 'Lighting')",401,4,0.054886,0.000547,0.000137,0.055434
"('Companion - Oghren', 'Magic - Potions')",32,9,0.00438,0.001232,0.000137,0.005612
"('Official', 'Locations - Buildings')",3,27,0.000411,0.003696,0.000137,0.004106
"('Audio - Sound FX', 'Scripted Events')",23,76,0.003148,0.010402,0.000821,0.013551
"('Animation - New', 'Hair')",29,83,0.003969,0.011361,0.000274,0.01533
"('Singleplayer Campaign', 'Skills')",183,54,0.025048,0.007391,0.00219,0.032439
"('For DAA', 'Audio - Voices')",49,19,0.006707,0.002601,0.000137,0.009307
"('Audio - Sound FX', 'Audio - Voices')",23,19,0.003148,0.002601,0.001506,0.005749
"('Classes component', 'Books')",31,16,0.004243,0.00219,0.000547,0.006433
"('Magic - Potions', 'NPCs')",9,150,0.001232,0.020531,0.000411,0.021763
"('Companion - New - Male', 'Races - New')",35,6,0.004791,0.000821,0.000547,0.005612
"('Clothing', 'Clothing - Male')",109,25,0.014919,0.003422,0.003011,0.018341
"('Companion - Morrigan', 'Nudity')",102,9,0.013961,0.001232,0.000137,0.015193
"('Companion - Sten', 'Environment - Other')",44,18,0.006022,0.002464,0.000137,0.008486
"('Audio - Sound FX', 'Locations - Buildings')",23,27,0.003148,0.003696,0.000411,0.006844
"('Companion - Anders', 'Companion - Justice')",14,12,0.001916,0.001642,0.000821,0.003559
"('For DAO', 'French')",213,21,0.029154,0.002874,0.000684,0.032028
"('Companion - New - Female', 'Face models')",34,417,0.004654,0.057076,0.002874,0.06173
"('Companions', 'Magic - Enchantments')",259,19,0.03545,0.002601,0.000274,0.038051
"('For DAA', 'New textures')",49,290,0.006707,0.039693,0.000958,0.0464
"('Quests', 'Singleplayer Campaign')",59,183,0.008076,0.025048,0.003285,0.033123
"('For DAO', 'Companion - Dog')",213,21,0.029154,0.002874,0.000274,0.032028
"('Italian', 'Other languages')",21,5,0.002874,0.000684,0.000547,0.003559
"('For male characters', 'Companion - New - Male')",234,35,0.032028,0.004791,0.001095,0.036819
"('For male characters', 'Creatures')",234,41,0.032028,0.005612,0.000684,0.03764
"('English', 'Weapons')",509,227,0.069669,0.03107,0.011908,0.100739
"('Fair and balanced', 'Items - Clutter')",44,20,0.006022,0.002737,0.000137,0.00876
"('Races - Modified', 'Skills')",17,54,0.002327,0.007391,0.000137,0.009718
"('Compilation', 'Singleplayer Campaign')",6,183,0.000821,0.025048,0.000547,0.025869
"('Locations - World Map', 'Weapons')",18,227,0.002464,0.03107,0.000274,0.033534
"('Companion - Anders', 'Not Lore-Friendly')",14,24,0.001916,0.003285,0.000137,0.005201
"('Companion - Sten', 'User Interface')",44,38,0.006022,0.005201,0.000274,0.011224
"('Compilation', 'For male characters')",6,234,0.000821,0.032028,0.000137,0.03285
"('Skills', 'Lore-Friendly')",54,295,0.007391,0.040378,0.001369,0.047769
"('Companion - New - Female', 'Weapons')",34,227,0.004654,0.03107,0.000684,0.035724
"('Clothing', 'Clothing - Female')",109,31,0.014919,0.004243,0.003285,0.019162
"('For DAO', 'Tutorials for Players')",213,12,0.029154,0.001642,0.000274,0.030797
"('Companion - Leliana', 'Animation - New')",117,29,0.016014,0.003969,0.000137,0.019984
"('Hair', 'New textures')",83,290,0.011361,0.039693,0.002601,0.051054
"('Audio - Sound FX', 'Locations - World Map')",23,18,0.003148,0.002464,0.000274,0.005612
"('Companion - Nathaniel', 'Companion - New - Female')",11,34,0.001506,0.004654,0.000137,0.006159
"('Saved games', 'Russian')",85,32,0.011634,0.00438,0.000274,0.016014
"('Races - Modified', 'Lore-Friendly')",17,295,0.002327,0.040378,0.001095,0.042705
"('Companion - New - Female', 'NPC Vendors')",34,43,0.004654,0.005886,0.000411,0.010539
"('Companion - Oghren', 'Audio - Voices')",32,19,0.00438,0.002601,0.000137,0.006981
"('Skills', 'Creatures')",54,41,0.007391,0.005612,0.001095,0.013003
"('English', 'German')",509,44,0.069669,0.006022,0.004654,0.075691
"('Companion - Anders', 'Companion - Alistair')",14,102,0.001916,0.013961,0.000821,0.015877
"('For female characters', 'New textures')",271,290,0.037093,0.039693,0.013414,0.076786
"('Fair and balanced', 'Quests')",44,59,0.006022,0.008076,0.000547,0.014098
"('Hair', 'Scripted Events')",83,76,0.011361,0.010402,0.000547,0.021763
"('Cheating', 'Companion - Wynne')",106,46,0.014509,0.006296,0.000137,0.020805
"('For DAA', 'Japanese')",49,15,0.006707,0.002053,0.000137,0.00876
"('Companion - Alistair', 'Companion - Sten')",102,44,0.013961,0.006022,0.003011,0.019984
"('Chargen', 'Fair and balanced')",136,44,0.018615,0.006022,0.000274,0.024637
"('Official', 'Weapons')",3,227,0.000411,0.03107,0.000137,0.031481
"('Lighting', 'Singleplayer Campaign')",4,183,0.000547,0.025048,0.000411,0.025595
"('Environment - Sky', 'Environment - Weather')",3,1,0.000411,0.000137,0.000137,0.000547
"('Companion - New - Male', 'Not Lore-Friendly')",35,24,0.004791,0.003285,0.000411,0.008076
"('Non-Playable Resource', 'User Interface')",21,38,0.002874,0.005201,0.000137,0.008076
"('Fair and balanced', 'Magic - Enchantments')",44,19,0.006022,0.002601,0.000137,0.008623
"('Companions', 'Japanese')",259,15,0.03545,0.002053,0.000274,0.037503
"('Companion - Oghren', 'Locations - Caverns')",32,6,0.00438,0.000821,0.000137,0.005201
"('Lore-Friendly', 'Sexy/Skimpy')",295,11,0.040378,0.001506,0.000274,0.041883
